Exists,Entrez,FeatureID,DBFeatureID,FeatureIDMatch,Symbol,DBSymbol,SymbolMatch,Model,DBModel,ModelMatch
Y,100488938,1011160,1011160,1,glra3,glra3,1,XBXT10g003921,XBXT10g003921,1
Y,100488939,983179,983179,1,zbtb38,zbtb38,1,XBXT10g005737,XBXT10g005737,1
Y,100488940,6050252,6050252,1,piezo1,piezo1,1,XBXT10g003373,XBXT10g003373,1
Y,100488943,6048180,6048180,1,rasal3,rasal3,1,XBXT10g002199,XBXT10g002199,1
Y,100488944,921554,921554,1,trex2,trex2,1,XBXT10g001640,XBXT10g001640,1
Y,100488946,988401,988401,1,slc10a6,slc10a6,1,XBXT10g001514,XBXT10g001514,1
Y,100488947,1004403,1004403,1,ppargc1b,ppargc1b,1,XBXT10g013550,XBXT10g013550,1
Y,100488948,1012528,1012528,1,stk39,stk39,1,XBXT10g017754,XBXT10g017754,1
Y,100488949,989075,989075,1,map3k9,map3k9,1,XBXT10g010668,XBXT10g010668,1
Y,100488953,22063017,22063017,1,slc25a22,slc25a22,1,XBXT10g008083,XBXT10g008083,1
N,100488956,NA,,0,LOC100488956,,0,XBXT10g014109,,0
Y,100488957,991906,991906,1,fam13a,fam13a,1,XBXT10g009336,XBXT10g009336,1
N,100488958,NA,,0,LOC100488958,,0,XBXT10g022427,,0
N,100488959,NA,,0,LOC100488959,,0,XBXT10g016865,,0
N,100488960,NA,,0,LOC100488960,,0,XBXT10g019643,,0
Y,100488961,994793,994793,1,ssbp4,ssbp4,1,XBXT10g002892,XBXT10g002892,1
N,100488963,NA,,0,LOC100488963,,0,XBXT10g026196,,0
Y,100488966,996480,996480,1,irag1,irag1,1,XBXT10g016340,XBXT10g016340,1
N,100488970,NA,,0,LOC100488970,,0,XBXT10g014789,,0
Y,100488973,962435,962435,1,cog2,cog2,1,XBXT10g015642,XBXT10g015642,1
Y,100488986,13579868,13579868,1,tomm6,tomm6,1,XBXT10g009284,XBXT10g009284,1
Y,100488990,960572,960572,1,gas2l2,gas2l2,1,XBXT10g015524,XBXT10g015524,1
Y,100488991,5871527,5871527,1,morn2,morn2,1,XBXT10g017771,XBXT10g017771,1
N,100488993,NA,,0,LOC100488993,,0,XBXT10g004927,,0
Y,100488995,854509,854509,1,cd247,cd247,1,XBXT10g008468,XBXT10g008468,1
Y,100488997,492734,492734,1,tube1,tube1,1,XBXT10g019098,XBXT10g019098,1
Y,100488998,989613,989613,1,vps13a,vps13a,1,XBXT10g000283,XBXT10g000283,1
Y,100488999,990044,990044,1,rgs8,rgs8,1,XBXT10g018733,XBXT10g018733,1
Y,100489003,6045405,6045405,1,ankdd1a,ankdd1a,1,XBXT10g010380,XBXT10g010380,1
Y,100489004,956767,956767,1,coq8b,coq8b,1,XBXT10g001794,XBXT10g001794,1
Y,100489006,992741,992741,1,grin2a,grin2a,1,XBXT10g014553,XBXT10g014553,1
Y,100489010,6257860,6257860,1,fchsd1,fchsd1,1,XBXT10g011390,XBXT10g011390,1
N,100489013,NA,,0,LOC100489013,,0,XBXT10g005343,,0
Y,100489016,479691,479691,1,psmb7.2,psmb7.2,1,XBXT10g016904,XBXT10g016904,1
N,100489019,NA,,0,LOC100489019,,0,XBXT10g010684,,0
Y,100489020,481680,481680,1,tap2,tap2,1,XBXT10g000463,XBXT10g000463,1
Y,100489027,6258823,6258823,1,calr3,calr3,1,XBXT10g015026,XBXT10g015026,1
Y,100489029,975876,975876,1,mon2,mon2,1,XBXT10g014037,XBXT10g014037,1
Y,100489031,976014,976014,1,mkln1,mkln1,1,XBXT10g018977,XBXT10g018977,1
Y,100489033,980980,980980,1,lrrfip1,lrrfip1,1,XBXT10g006514,XBXT10g006514,1
Y,100489035,492044,492044,1,lhx9,lhx9,1,XBXT10g002280,XBXT10g002280,1
Y,100489037,922109,922109,1,sema4b,sema4b,1,XBXT10g004069,XBXT10g004069,1
Y,100489038,489737,489737,1,cd40lg,cd40lg,1,XBXT10g000743,XBXT10g000743,1
Y,100489041,950590,950590,1,rps6ka5,rps6ka5,1,XBXT10g016688,XBXT10g016688,1
Y,100489043,5813220,5813220,1,tlcd4,tlcd4,1,XBXT10g004976,XBXT10g004976,1
Y,100489044,489907,489907,1,tbx18,tbx18,1,XBXT10g011588,XBXT10g011588,1
Y,100489045,1011573,1011573,1,tmprss6,tmprss6,1,XBXT10g014289,XBXT10g014289,1
N,100489046,NA,,0,shisa8,,0,XBXT10g019290,,0
Y,100489047,985814,985814,1,ptcd2,ptcd2,1,XBXT10g014465,XBXT10g014465,1
Y,100489048,1002739,1002739,1,thpo,thpo,1,XBXT10g017531,XBXT10g017531,1
N,100489050,NA,,0,LOC100489050,,0,XBXT10g025279,,0
Y,100485164,5873547,5873547,1,tlr13,tlr13,1,XBXT10g019551,XBXT10g019551,1
Y,100489055,6044562,6044562,1,adgb,adgb,1,XBXT10g013838,XBXT10g013838,1
N,100489056,NA,,0,LOC100489056,,0,XBXT10g009684,,0
Y,100489057,22169717,22169717,1,cryga.2,cryga.2,1,XBXT10g028673,XBXT10g028673,1
N,100489058,NA,,0,LOC100489058,,0,XBXT10g005897,,0
Y,100489059,1012933,1012933,1,atp2a2,atp2a2,1,XBXT10g018512,XBXT10g018512,1
N,100489060,NA,,0,LOC100489060,,0,XBXT10g014586,,0
Y,100485201,5909728,5909728,1,tlr14.3,tlr14.3,1,XBXT10g013849,XBXT10g013849,1
Y,100489063,478912,478912,1,mrps18b,mrps18b,1,XBXT10g004702,XBXT10g004702,1
Y,100489066,1013649,1013649,1,trhde,trhde,1,XBXT10g018931,XBXT10g018931,1
N,100489067,NA,,0,LOC100489067,,0,XBXT10g005794,,0
N,100489068,NA,,0,LOC100489068,,0,XBXT10g024604,,0
Y,100489069,22164445,22164445,1,tff3.3,tff3.3,1,XBXT10g006264,XBXT10g006264,1
Y,100489070,920279,920279,1,fat1,fat1,1,XBXT10g011238,XBXT10g011238,1
Y,100489073,974999,974999,1,nol7,nol7,1,XBXT10g002957,XBXT10g002957,1
Y,100485231,22063307,22063307,1,btn1a1,btn1a1 (provisional),,XBXT10g001280,XBXT10g001280,1
N,100489075,NA,,0,LOC100489075,,0,XBXT10g003145,,0
Y,100489080,5945765,5945765,1,obsl1,obsl1,1,XBXT10g017051,XBXT10g017051,1
N,100489081,NA,,0,LOC100489081,,0,XBXT10g006835,,0
Y,100489083,990395,990395,1,rab3il1,rab3il1,1,XBXT10g018581,XBXT10g018581,1
Y,100489093,949595,949595,1,plcl2,plcl2,1,XBXT10g000066,XBXT10g000066,1
Y,100489100,6042152,6042152,1,or5au1,or5au1,1,XBXT10g002724,XBXT10g002724,1
Y,100489101,6042223,6042223,1,pifo,pifo,1,XBXT10g018375,XBXT10g018375,1
Y,100489102,852799,852799,1,celsr3,celsr3,1,XBXT10g008997,XBXT10g008997,1
Y,100489103,22066217,22066217,1,rdh20,rdh20,1,XBXT10g006490,XBXT10g006490,1
Y,100489106,983662,983662,1,cdh15,cdh15,1,XBXT10g005244,XBXT10g005244,1
N,100489107,NA,,0,LOC100489107,,0,XBXT10g007472,,0
Y,100489109,966251,966251,1,tlcd5,tlcd5,1,XBXT10g000865,XBXT10g000865,1
Y,100489110,952941,952941,1,pnpla7,pnpla7,1,XBXT10g017772,XBXT10g017772,1
Y,100489114,988741,988741,1,cpeb4,cpeb4,1,XBXT10g015024,XBXT10g015024,1
Y,100489116,22066171,22066171,1,desi2l,desi2l,1,XBXT10g007563,XBXT10g007563,1
N,100489117,NA,,0,cd8a,,0,XBXT10g012822,,0
Y,100489119,990685,990685,1,dgke,dgke,1,XBXT10g014562,XBXT10g014562,1
N,100489120,NA,,0,LOC100489120,,0,XBXT10g005678,,0
N,100489121,NA,,0,LOC100489121,,0,XBXT10g010425,,0
N,100489122,NA,,0,LOC100489122,,0,XBXT10g008306,,0
N,100489124,NA,,0,lypd3,,0,XBXT10g019039,,0
Y,100489125,992967,992967,1,iba57,iba57,1,XBXT10g005424,XBXT10g005424,1
Y,100489126,6036517,6036517,1,kri1,kri1,1,XBXT10g016554,XBXT10g016554,1
Y,100489127,993962,993962,1,hnrnpm,hnrnpm,1,XBXT10g006338,XBXT10g006338,1
N,100489128,NA,,0,LOC100489128,,0,XBXT10g019017,,0
Y,100489129,NA,19777908,,LOC100489129,ouro2,,XBXT10g011880,XT-9_1-gene6333,
Y,100489130,22061496,22061496,1,apoc1,apoc1,1,XBXT10g012114,XBXT10g012114,1
Y,100489134,1009935,1009935,1,lyve1,lyve1,1,XBXT10g009166,XBXT10g009166,1
N,100489149,NA,,0,LOC100489149,,0,XBXT10g010280,,0
N,100489151,NA,,0,LOC100489151,,0,XBXT10g012577,,0
Y,100489152,483822,483822,1,itga11,itga11,1,XBXT10g008980,XBXT10g008980,1
Y,100489153,478479,478479,1,rasl10b,rasl10b,1,XBXT10g002313,XBXT10g002313,1
Y,100489154,984126,984126,1,fndc1,fndc1,1,XBXT10g013827,XBXT10g013827,1
Y,100489155,1011498,1011498,1,sntg1,sntg1,1,XBXT10g019325,XBXT10g019325,1
Y,100489156,922293,922293,1,ccnb1ip1,ccnb1ip1,1,XBXT10g002462,XBXT10g002462,1
N,100489157,NA,,0,ccdc187,,0,XBXT10g022096,,0
Y,100489158,5840032,5840032,1,krt78.6,krt78.6,1,XBXT10g007871,XBXT10g007871,1
Y,100489160,988977,988977,1,gas2l3,gas2l3,1,XBXT10g016405,XBXT10g016405,1
Y,100489161,1004770,1004770,1,lama4,lama4,1,XBXT10g009214,XBXT10g009214,1
Y,100489162,990048,990048,1,lamc2,lamc2,1,XBXT10g005977,XBXT10g005977,1
Y,100489164,991465,991465,1,ubap1l,ubap1l,1,XBXT10g008465,XBXT10g008465,1
Y,100489165,6037668,6037668,1,tvp23a,tvp23a,1,XBXT10g011912,XBXT10g011912,1
Y,100489166,480902,480902,1,dll4,dll4,1,XBXT10g007598,XBXT10g007598,1
Y,100489170,994508,994508,1,cldn2,cldn2,1,XBXT10g016927,XBXT10g016927,1
Y,100489171,958639,958639,1,frmd4b,frmd4b,1,XBXT10g006177,XBXT10g006177,1
Y,100489172,995093,995093,1,trappc10,trappc10,1,XBXT10g019667,XBXT10g019667,1
N,100489174,NA,,0,LOC100489174,,0,XBXT10g011859,,0
N,100489175,NA,,0,LOC100489175,,0,XBXT10g014246,,0
N,100489177,NA,,0,LOC100489177,,0,XBXT10g019162,,0
Y,100489182,970569,970569,1,nrdc,nrdc,1,XBXT10g009901,XBXT10g009901,1
Y,100489184,6035224,6035224,1,acss3,acss3,1,XBXT10g011073,XBXT10g011073,1
N,100489188,NA,,0,LOC100489188,,0,XBXT10g003496,,0
Y,100489191,6067138,6067138,1,fes,fes,1,XBXT10g005515,XBXT10g005515,1
Y,100489192,949773,949773,1,arhgef6,arhgef6,1,XBXT10g018420,XBXT10g018420,1
Y,100489193,982994,982994,1,gpr68,gpr68,1,XBXT10g007583,XBXT10g007583,1
N,100489195,NA,,0,LOC100489195,,0,XBXT10g026863,,0
Y,100489197,22061520,22061520,1,wasll,wasll,1,XBXT10g016764,XBXT10g016764,1
Y,100489198,1001901,1001901,1,utrn,utrn,1,XBXT10g004223,XBXT10g004223,1
Y,100489199,488644,488644,1,ephb3,ephb3,1,XBXT10g002906,XBXT10g002906,1
Y,100489200,5815286,5815286,1,ptpn9l,ptpn9l,1,XBXT10g000876,XBXT10g000876,1
Y,100489201,1003188,1003188,1,map3k14,map3k14,1,XBXT10g007241,XBXT10g007241,1
Y,100489204,22166516,22166516,1,nat8.2,nat8.2,1,XBXT10g018506,XBXT10g018506,1
N,100489207,NA,,0,LOC100489207,,0,XBXT10g007294,,0
N,100489209,NA,,0,LOC100489209,,0,XBXT10g004456,,0
Y,100489210,494220,494220,1,rgl2,rgl2,1,XBXT10g016620,XBXT10g016620,1
Y,100489211,6469081,6469081,1,brsk2,brsk2,1,XBXT10g017701,XBXT10g017701,1
Y,100489212,921967,921967,1,naxe,naxe,1,XBXT10g005835,XBXT10g005835,1
Y,100489216,1013657,1013657,1,kcnc2,kcnc2,1,XBXT10g014563,XBXT10g014563,1
Y,100489217,22169396,22169396,1,abo2,abo2,1,XBXT10g017773,XBXT10g017773,1
Y,100485292,5962543,5962543,1,LOC100485292,XB5962542 [provisional],,XBXT10g007764,XBXT10g007764,1
N,100489222,NA,,0,tmem140,,0,XBXT10g017217,,0
Y,100489227,480918,480918,1,pdp2,pdp2,1,XBXT10g014706,XBXT10g014706,1
N,100489228,NA,,0,LOC100489228,,0,XBXT10g009880,,0
N,100489231,NA,,0,cacna1b,,0,XBXT10g018529,,0
Y,100489232,6033417,6033417,1,fads1,fads1,1,XBXT10g007148,XBXT10g007148,1
N,100489234,NA,,0,LOC100489234,,0,XBXT10g014956,,0
Y,100489237,953825,953825,1,grm8l,grm8l,1,XBXT10g004874,XBXT10g004874,1
Y,100485437,5957216,5957216,1,LOC100485437,XB5957215 [provisional],,XBXT10g014717,XBXT10g014717,1
Y,100489239,948866,948866,1,mtmr8,mtmr8,1,XBXT10g009659,XBXT10g009659,1
Y,100489240,980913,980913,1,lmtk2,lmtk2,1,XBXT10g000126,XBXT10g000126,1
N,100489247,NA,,0,LOC100489247,,0,XBXT10g010457,,0
N,100489248,NA,,0,LOC100489248,,0,XBXT10g013035,,0
Y,100489250,983080,983080,1,cd302,cd302,1,XBXT10g017003,XBXT10g017003,1
N,100489252,NA,,0,LOC100489252,,0,XBXT10g005359,,0
N,100489253,NA,,0,LOC100489253,,0,XBXT10g013617,,0
N,100489254,NA,,0,fmo5,,0,XBXT10g019056,,0
Y,100489256,986148,986148,1,treh,treh,1,XBXT10g005123,XBXT10g005123,1
Y,100489259,NA,484621,,msln,msln,1,XBXT10g004893,XT-9_1-gene21392,
Y,100489262,6258291,6258291,1,shb,shb,1,XBXT10g012801,XBXT10g012801,1
Y,100489264,854124,854124,1,cers6,cers6,1,XBXT10g011915,XBXT10g011915,1
Y,100489265,492725,492725,1,sptb,sptb,1,XBXT10g002232,XBXT10g002232,1
Y,100485512,5824915,5824915,1,tlr14.2,tlr14.2,1,XBXT10g009706,XBXT10g009706,1
Y,100489268,990220,990220,1,sac3d1,sac3d1,1,XBXT10g019044,XBXT10g019044,1
Y,100489270,6051208,6051208,1,adamts15,adamts15,1,XBXT10g016107,XBXT10g016107,1
Y,100489272,490231,490231,1,ablim2,ablim2,1,XBXT10g005863,XBXT10g005863,1
Y,100489273,5819744,5819744,1,plscr2,plscr2,1,XBXT10g013197,XBXT10g013197,1
Y,100485537,5852328,5852328,1,LOC100485537,XB5852327 [provisional],,XBXT10g020654,XBXT10g020654,1
Y,100489278,NA,29072393,,LOC100489278,b3galt1l.1,,XBXT10g004195,,0
Y,100489279,993973,993973,1,tmprss9,tmprss9,1,XBXT10g001114,XBXT10g001114,1
Y,100489280,6073780,6073780,1,samd12,samd12,1,XBXT10g011128,XBXT10g011128,1
Y,100489281,994955,994955,1,ccr9,ccr9,1,XBXT10g008520,XBXT10g008520,1
Y,100485581,940395,940395,1,LOC100485581,XB940394 [provisional],,XBXT10g004164,XBXT10g004164,1
Y,100489292,6257393,6257393,1,gemin7,gemin7,1,XBXT10g006649,XBXT10g006649,1
Y,100489293,6040737,6040737,1,lix1l,lix1l,1,XBXT10g012102,XBXT10g012102,1
Y,100489301,478609,478609,1,nkx6-3,nkx6-3,1,XBXT10g017257,XBXT10g017257,1
Y,100489302,6467798,6467798,1,amigo2,amigo2,1,XBXT10g017207,XBXT10g017207,1
Y,100489303,1010934,1010934,1,glce,glce,1,XBXT10g003677,XBXT10g003677,1
N,100489305,NA,,0,LOC100489305,,0,XBXT10g006320,,0
Y,100489306,984591,984591,1,st18,st18,1,XBXT10g012678,XBXT10g012678,1
N,100489307,NA,,0,LOC100489307,,0,XBXT10g015444,,0
Y,100489308,490075,490075,1,lhx3,lhx3,1,XBXT10g010967,XBXT10g010967,1
Y,100489309,919655,919655,1,krt78.2,krt78.2,1,XBXT10g015805,XBXT10g015805,1
Y,100489310,487942,487942,1,nr1h4,nr1h4,1,XBXT10g004665,XBXT10g004665,1
Y,100489313,991468,991468,1,kbtbd13,kbtbd13,1,XBXT10g014244,XBXT10g014244,1
N,100489315,NA,,0,LOC100489315,,0,XBXT10g019351,,0
Y,100489318,994486,994486,1,frmpd3,frmpd3,1,XBXT10g008123,XBXT10g008123,1
N,100489320,NA,,0,LOC100489320,,0,XBXT10g013387,,0
Y,100489321,485457,485457,1,slc44a4,slc44a4,1,XBXT10g008879,XBXT10g008879,1
Y,100489322,NA,22172622,,mgat4b,mgat4b,1,XBXT10g007291,XT-9_1-gene21111,
Y,100489323,959285,959285,1,hspa12a,hspa12a,1,XBXT10g008831,XBXT10g008831,1
Y,100485583,990109,990109,1,LOC100485583,XB990108 [provisional],,XBXT10g017056,XBXT10g017056,1
Y,100489327,6030768,6030768,1,naglu,naglu,1,XBXT10g009240,XBXT10g009240,1
Y,100489328,481820,481820,1,lrp6,lrp6,1,XBXT10g014537,XBXT10g014537,1
N,100489330,NA,,0,LOC100489330,,0,XBXT10g017505,,0
Y,100489334,998053,998053,1,zdhhc14,zdhhc14,1,XBXT10g003805,XBXT10g003805,1
Y,100489336,6041782,6041782,1,ppfia2,ppfia2,1,XBXT10g016570,XBXT10g016570,1
Y,100489339,490587,490587,1,klf5,klf5,1,XBXT10g018788,XBXT10g018788,1
Y,100489340,488767,488767,1,hdac4,hdac4,1,XBXT10g008146,XBXT10g008146,1
Y,100489343,478288,478288,1,slc24a4,slc24a4,1,XBXT10g010517,XBXT10g010517,1
Y,100489344,6049110,6049110,1,gabrb1,gabrb1,1,XBXT10g010680,XBXT10g010680,1
Y,100489345,960491,960491,1,hsd11b1,hsd11b1,1,XBXT10g000807,XBXT10g000807,1
Y,100489346,976836,976836,1,plppr4,plppr4,1,XBXT10g016479,XBXT10g016479,1
Y,100489347,984211,984211,1,nt5e,nt5e,1,XBXT10g018033,XBXT10g018033,1
Y,100489348,6031729,6031729,1,ndufaf2,ndufaf2,1,XBXT10g005565,XBXT10g005565,1
Y,100489350,985154,985154,1,c5h1orf198,c5h1orf198,1,XBXT10g014379,XBXT10g014379,1
Y,100489352,986275,986275,1,dlgap2,dlgap2,1,XBXT10g012595,XBXT10g012595,1
Y,100489353,6461189,6461189,1,ehbp1l1,ehbp1l1,1,XBXT10g005695,XBXT10g005695,1
Y,100485635,5727635,5727635,1,LOC100485635,XB5727634 [provisional],,XBXT10g018846,XBXT10g018846,1
Y,100489358,988088,988088,1,nat8.3,nat8.3,1,XBXT10g006281,XBXT10g006281,1
Y,100489359,988257,988257,1,vip,vip,1,XBXT10g007002,XBXT10g007002,1
N,100489361,NA,,0,cpo,,0,XBXT10g017442,,0
Y,100489362,5917036,5917036,1,hsp30d,hsp30d,1,XBXT10g009440,XBXT10g009440,1
Y,100489363,967965,967965,1,p2rx4,p2rx4,1,XBXT10g017631,XBXT10g017631,1
Y,100489366,919694,919694,1,b3galt4,b3galt4,1,XBXT10g007902,XBXT10g007902,1
Y,100489369,6453246,6453246,1,fgd1,fgd1,1,XBXT10g015680,XBXT10g015680,1
Y,100489372,994009,994009,1,tepsin,tepsin,1,XBXT10g018117,XBXT10g018117,1
Y,100489374,480846,480846,1,bcl9,bcl9,1,XBXT10g004685,XBXT10g004685,1
Y,100485638,29071392,29071392,1,ttc39al,ttc39al,1,XBXT10g010971,XBXT10g010971,1
Y,100489377,6450119,6450119,1,nbas,nbas,1,XBXT10g001736,XBXT10g001736,1
Y,100489378,485321,485321,1,zfhx2,zfhx2,1,XBXT10g007870,XBXT10g007870,1
N,100489379,NA,,0,LOC100489379,,0,XBXT10g002915,,0
N,100489380,NA,,0,LOC100489380,,0,XBXT10g012697,,0
Y,100489381,5996090,5996090,1,znf628,znf628,1,XBXT10g013464,XBXT10g013464,1
Y,100489383,959427,959427,1,il17c,il17c,1,XBXT10g001185,XBXT10g001185,1
N,100489384,NA,,0,LOC100489384,,0,XBXT10g011244,,0
Y,100489385,5945700,5945700,1,rsph1,rsph1,1,XBXT10g020035,XBXT10g020035,1
Y,100485688,22063319,22063319,1,xicof6.1l,xicof6.1l (provisional),,XBXT10g008059,XBXT10g008059,1
N,100489387,NA,,0,LOC100489387,,0,XBXT10g017035,,0
N,100489390,NA,,0,LOC100489390,,0,XBXT10g011613,,0
Y,100489391,481075,481075,1,rorc,rorc,1,XBXT10g004763,XBXT10g004763,1
Y,100489393,5811098,5811098,1,shisa1.2,shisa1.2,1,XBXT10g000744,XBXT10g000744,1
Y,100489398,6042069,6042069,1,nek10,nek10,1,XBXT10g017223,XBXT10g017223,1
Y,100489400,6456570,6456570,1,crygdl.43,crygdl.43,1,XBXT10g029570,XBXT10g029570,1
Y,100489403,949914,949914,1,plekha8,plekha8,1,XBXT10g000206,XBXT10g000206,1
Y,100489404,22068291,22068291,1,col7a1,col7a1,1,XBXT10g016760,XBXT10g016760,1
Y,100489405,982937,982937,1,kcnb1,kcnb1,1,XBXT10g007575,XBXT10g007575,1
N,100489406,NA,,0,LOC100489406,,0,XBXT10g009646,,0
Y,100489407,983652,983652,1,cpne7,cpne7,1,XBXT10g004285,XBXT10g004285,1
N,100489408,NA,,0,LOC100489408,,0,XBXT10g013683,,0
Y,100489409,852914,852914,1,mmp20,mmp20,1,XBXT10g005308,XBXT10g005308,1
N,100489411,NA,,0,LOC100489411,,0,XBXT10g022542,,0
Y,100489414,1003783,1003783,1,slc30a10,slc30a10,1,XBXT10g003705,XBXT10g003705,1
N,100489417,NA,,0,LOC100489417,,0,XBXT10g014399,,0
Y,100489418,988808,988808,1,nostrin,nostrin,1,XBXT10g008865,XBXT10g008865,1
Y,100489419,989392,989392,1,kcnb2,kcnb2,1,XBXT10g018769,XBXT10g018769,1
Y,100489420,989839,989839,1,immt,immt,1,XBXT10g014917,XBXT10g014917,1
N,100489421,NA,,0,LOC100489421,,0,XBXT10g026125,,0
N,100489422,NA,,0,ccdc27,,0,XBXT10g005684,,0
Y,100489423,NA,22201327,,LOC100489423,tlrs5,,XBXT10g008902,XT-9_1-gene7482,
Y,100489424,956152,956152,1,sorcs2,sorcs2,1,XBXT10g014304,XBXT10g014304,1
N,100489426,NA,,0,LOC100489426,,0,XBXT10g025041,,0
Y,100489427,22069127,22069127,1,slirp,slirp,1,XBXT10g002482,XBXT10g002482,1
Y,100489429,6045764,6045764,1,atf7ip2,atf7ip2,1,XBXT10g012450,XBXT10g012450,1
Y,100489430,992948,992948,1,ccdc13,ccdc13,1,XBXT10g004311,XBXT10g004311,1
Y,100489431,479652,479652,1,nrm,nrm,1,XBXT10g015655,XBXT10g015655,1
Y,100489432,993652,993652,1,tyk2,tyk2,1,XBXT10g006548,XBXT10g006548,1
Y,100489433,22169093,22169093,1,crygdl.25,crygdl.25,1,XBXT10g009466,XBXT10g009466,1
N,100489435,NA,,0,LOC100489435,,0,XBXT10g006345,,0
N,100489443,NA,,0,unc13b,,0,XBXT10g008068,,0
N,100489446,NA,,0,LOC100489446,,0,XBXT10g004001,,0
Y,100489448,963895,963895,1,ticrr,ticrr,1,XBXT10g003994,XBXT10g003994,1
Y,100485706,5905045,5905045,1,tlr22,tlr22,1,XBXT10g003984,XBXT10g003984,1
N,100489463,NA,,0,LOC100489463,,0,XBXT10g006404,,0
Y,100489464,6258923,6258923,1,gje1,gje1,1,XBXT10g009434,XBXT10g009434,1
Y,100489465,1011503,1011503,1,oprk1,oprk1,1,XBXT10g014116,XBXT10g014116,1
Y,100489466,876539,876539,1,nfatc4,nfatc4,1,XBXT10g005686,XBXT10g005686,1
Y,100489468,920459,920459,1,krt62,krt62,1,XBXT10g011704,XBXT10g011704,1
Y,100489469,987375,987375,1,sirt2,sirt2,1,XBXT10g016818,XBXT10g016818,1
Y,100489470,988965,988965,1,slc17a8,slc17a8,1,XBXT10g007390,XBXT10g007390,1
Y,100489475,922666,922666,1,cilp,cilp,1,XBXT10g015474,XBXT10g015474,1
Y,100489477,993341,993341,1,exd1,exd1,1,XBXT10g009530,XBXT10g009530,1
N,100489478,NA,,0,LOC100489478,,0,XBXT10g004346,,0
N,100489479,NA,,0,LOC100489479,,0,XBXT10g013814,,0
Y,100489481,6045975,6045975,1,slc25a53,slc25a53,1,XBXT10g002909,XBXT10g002909,1
Y,100485773,5953481,5953481,1,cupin1,cupin1,1,XBXT10g015462,XBXT10g015462,1
Y,100485792,5900383,5900383,1,LOC100485792,XB5900382 [provisional:myh3],,XBXT10g009763,XBXT10g009763,1
Y,100489486,1033859,1033859,1,maml1,maml1,1,XBXT10g009311,XBXT10g009311,1
N,100489487,NA,,0,LOC100489487,,0,XBXT10g001644,,0
Y,100489489,979847,979847,1,kcnk5,kcnk5,1,XBXT10g001871,XBXT10g001871,1
N,100489490,NA,,0,LOC100489490,,0,XBXT10g013873,,0
Y,100489492,5856038,5856038,1,fam168a,fam168a,1,XBXT10g015889,XBXT10g015889,1
N,100489493,NA,,0,LOC100489493,,0,XBXT10g019330,,0
Y,100489497,997988,997988,1,cc2d1b,cc2d1b,1,XBXT10g000681,XBXT10g000681,1
Y,100489502,948898,948898,1,ankrd16,ankrd16,1,XBXT10g005758,XBXT10g005758,1
Y,100489504,NA,980876,,pcdh9,pcdh9,1,XBXT10g002607,XT-9_1-gene29256,
Y,100489505,998849,998849,1,ugt1a1,ugt1a1,1,XBXT10g012925,XBXT10g012925,1
Y,100485989,5817985,5817985,1,LOC100485989,XB5817984 [provisional:opn1sw],,XBXT10g009767,XBXT10g009767,1
N,100489507,NA,,0,LOC100489507,,0,XBXT10g001012,,0
Y,100489509,NA,22172599,,guca1b,guca1b,1,NA,XT-9_1-gene30652,
N,100489510,NA,,0,LOC100489510,,0,XBXT10g010005,,0
Y,100489511,983888,983888,1,f3,f3,1,XBXT10g004160,XBXT10g004160,1
Y,100489513,6466689,6466689,1,vit,vit,1,XBXT10g005923,XBXT10g005923,1
Y,100489515,952651,952651,1,cln8,cln8,1,XBXT10g001846,XBXT10g001846,1
N,100489516,NA,,0,LOC100489516,,0,XBXT10g008547,,0
Y,100489517,1012013,1012013,1,slc26a1,slc26a1,1,XBXT10g008160,XBXT10g008160,1
N,100489518,NA,,0,LOC100489518,,0,XBXT10g010437,,0
Y,100489519,987706,987706,1,pcbd2,pcbd2,1,XBXT10g018096,XBXT10g018096,1
Y,100489520,6464258,6464258,1,nat8.5,nat8.5,1,XBXT10g016593,XBXT10g016593,1
Y,100489521,1004044,1004044,1,micos13,micos13,1,XBXT10g005726,XBXT10g005726,1
Y,100489523,NA,22169721,,LOC100489523,cryga.5,,XBXT10g021071,XT-9_1-gene7358,
Y,100489528,491183,491183,1,vps52,vps52,1,XBXT10g006880,XBXT10g006880,1
Y,100489530,22068270,22068270,1,ciart,ciart,1,XBXT10g015833,XBXT10g015833,1
N,100489532,NA,,0,pik3c2b,,0,XBXT10g001296,,0
N,100489533,NA,,0,LOC100489533,,0,XBXT10g020225,,0
Y,100489534,6458577,6458577,1,bahcc1,bahcc1,1,XBXT10g016469,XBXT10g016469,1
N,100489535,NA,,0,LOC100489535,,0,XBXT10g027010,,0
Y,100489536,490481,490481,1,gja5,gja5,1,XBXT10g003066,XBXT10g003066,1
Y,100489537,855687,855687,1,papln,papln,1,XBXT10g010286,XBXT10g010286,1
Y,100489539,940586,940586,1,lrp10,lrp10,1,XBXT10g013653,XBXT10g013653,1
Y,100489543,6258304,6258304,1,zc3h18,zc3h18,1,XBXT10g002233,XBXT10g002233,1
N,100489544,NA,,0,LOC100489544,,0,XBXT10g003622,,0
Y,100489546,996762,996762,1,cnga4,cnga4,1,XBXT10g001171,XBXT10g001171,1
Y,100489549,6464195,6464195,1,lingo4,lingo4,1,XBXT10g025486,XBXT10g025486,1
Y,100489552,6049035,6049035,1,nkpd1,nkpd1,1,XBXT10g008930,XBXT10g008930,1
