#XT_gene	HS_gene	OrthoID
100145510	65981	3703
100145512	1890	7554
100145513	126820	2628
100145514	160762	10608
100145516	79689	5245
100145518	2683	7880
100145521	401258	7945
100145522	399	10059
100145525	55154	7002
100145526	5406	5569
100145526	5407	5569
100145528	55341	3518
100145529	5319	11438
100145530	54757	5716
100145531	3006	10950
100145531	3007	10950
100145531	3008	10950
100145531	3009	10950
100145534	9325	5194
100145537	10863	5503
100145538	54463	7852
100145540	10329	6410
100145542	90639	12286
100145543	55374	8492
100145544	79853	11608
100145545	27037	4377
100145546	53981	1348
100145547	728116	5654
100145550	10625	2573
100145551	4249	1569
100145552	2072	1596
100145555	5896	1199
100145557	55325	5480
100145559	7512	3723
100145560	27145	820
100145561	55869	5559
100145562	9653	5122
100145565	57455	2811
100145566	80305	6496
100145568	81624	1208
100145569	25844	6762
100145570	257313	12496
100145572	1510	6465
100145573	160418	1371
100145574	54363	6510
100145575	57187	325
100145578	56892	12373
100145580	63906	7333
100145581	3781	2863
100145582	4363	422
100145583	23396	2719
100145584	55139	7091
100145587	25764	11486
100145588	140685	4098
100145589	23131	1509
100145590	79633	11
100145591	2954	10121
100145592	139341	10787
100145593	53820	12801
100145595	93109	10549
100145597	1650	4238
100145598	5499	5720
100145599	493869	10071
100145600	55193	465
100145601	29777	10618
100145602	112399	8995
100145604	754	11315
100145605	10587	4433
100145606	NA	4922
100145607	54793	5289
100145608	56061	8374
100145610	55850	9548
100145611	5172	2744
100145612	57536	10256
100145613	6645	5986
100145614	122046	11874
100145615	5202	11455
100145617	1371	6230
100145618	219790	4767
100145620	51084	8322
100145621	374569	6579
100145623	83692	11735
100145624	27136	6037
100145625	79868	2894
100145628	23211	2569
100145629	7508	3394
100145630	79956	2160
100145633	94026	12062
100145633	9883	12062
100145633	NA	12062
100145634	55732	3228
100145635	201294	1844
100145636	9791	3720
100145637	23345	1
100145638	4976	1109
100145639	2956	792
100145640	55777	503
100145641	8751	4834
100145642	9420	7138
100145643	81570	3718
100145645	55763	1213
100145646	8505	3824
100145647	55699	1464
100145648	161835	11665
100145649	23014	4918
100145650	1586	7260
100145651	84811	7442
100145652	9991	3406
100145653	9348	1260
100145654	389206	4396
100145655	8522	4327
100145656	114825	2988
100145657	54662	5148
100145658	54768	53
100145659	9693	312
100145660	148811	6547
100145661	23576	7984
100145662	23113	374
100145663	57614	800
100145664	4926	1381
100145667	80267	1395
100145668	22883	1526
100145669	4478	2763
100145671	9126	441
100145674	163859	9015
100145675	64324	1038
100145676	4820	2011
100145678	6642	4594
100145679	23411	4201
100145682	9924	642
100145684	59067	13070
100145685	92667	9261
100145686	11127	1708
100145687	2114	5417
100145688	83752	1457
100145689	25839	1836
100145690	85415	3675
100145690	NA	3675
100145691	6873	563
100145693	3930	6536
100145696	55324	2331
100145697	79714	8922
100145698	51429	3322
100145701	10331	9202
100145702	124602	1966
100145705	84952	1748
100145706	63894	4792
100145707	54606	4842
100145708	5734	5746
100145709	29916	11058
100145710	25927	10979
100145711	3037	2640
100145712	79912	5135
100145713	9793	189
100145714	23354	10247
100145715	83939	3156
100145716	6837	10530
100145717	51300	10672
100145718	22894	1185
100145720	6240	1313
100145721	79258	2593
100145722	55617	4861
100145723	57103	10546
100145724	23770	7699
100145725	6821	5564
100145728	8424	6865
100145729	143888	4253
100145730	3773	6835
100145731	5321	1804
100145732	255394	6133
100145733	64093	4587
100145734	286336	8234
100145735	728464	8293
100145736	11179	5416
100145737	123228	11436
100145738	60496	8933
100145739	340024	2712
100145741	170082	9936
100145742	54468	1094
100145744	91461	5968
100145745	23597	5927
100145748	84787	7816
100145749	7411	9774
100145750	81544	3711
100145751	93185	6385
100145752	25782	571
100145753	9931	240
100145754	205717	649
100145755	57530	3496
100145756	722	11001
100145757	115704	2396
100145759	79091	8849
100145760	114781	2603
100145761	51195	4125
100145762	3911	92
100145765	338094	7024
100145766	3938	452
100145767	2717	6402
100145768	9528	8866
100145769	9488	4539
100145770	3074	4987
100145771	113235	6990
100145772	400823	12431
100145774	124056	10925
100145775	55604	556
100145776	64240	4092
100145777	159013	10380
100145778	79650	10609
100145780	7434	6673
100145781	10186	9149
100145783	57406	6724
100145785	64745	7038
100145786	85457	12053
100145787	221	5609
100145788	10419	2241
100145790	222537	5499
100145792	2967	7451
100145793	2936	4612
100145795	115361	5792
100145795	115362	5792
100145795	163351	5792
100145795	2633	5792
100145795	2634	5792
100145795	2635	5792
100145795	388646	5792
100145796	7511	2860
100145797	8677	9991
100145799	8771	10919
100145800	11284	6862
100145801	5174	7461
100145801	NA	7461
100145802	57470	5152
100145803	10039	5707
100145804	5859	1914
100145805	93082	12139
100145806	1677	8540
100145807	27294	8877
100145808	84376	1765
100145809	10914	1995
100145810	10051	647
100145811	79600	7220
100145813	3738	3893
100145814	23380	1126
100145815	5980	162
100145816	80213	9239
100147705	22993	1454
100151699	1875	7935
100151700	4779	3728
100151701	2887	3042
100151702	8864	2440
100151703	51284	1760
100151705	6882	11056
100151706	30011	3552
100151707	4071	9925
100151708	10153	2053
100151709	2132	1691
100151710	26470	2144
100151711	27129	11335
100151712	1000	1347
100151713	134701	12850
100151714	8450	1335
100151715	29994	221
100151716	1786	506
100151717	8446	10868
100151719	26150	9436
100151720	168850	4448
100151722	4685	1567
100151723	8835	10889
100151724	63876	3744
100151725	11066	9645
100151726	9110	1266
100151727	121227	1243
100151728	836	9823
100151729	3200	6312
100151730	10550	10201
100151732	84679	2090
100151733	92906	3313
100151734	9510	1425
100151735	333	6748
100151736	3189	6316
100151737	7869	2954
100151738	27133	780
100158460	55160	1151
100158470	197322	4625
100158500	54884	5640
100158502	5621	12471
100158504	5238	4172
100158506	1373	378
100158507	7003	4023
100158511	100049587	11795
100158511	27036	11795
100158511	27180	11795
100158511	27181	11795
100158511	8778	11795
100158511	89858	11795
100158511	946	11795
100158512	54532	2709
100158513	5786	1632
100158514	6853	3757
100158516	79137	8427
100158517	386618	8210
100158518	6421	3976
100158519	5294	811
100158520	90668	2458
100158521	782	3717
100158522	5798	2981
100158523	10274	460
100158524	55184	3959
100158526	8989	2062
100158527	23607	6422
100158528	10458	3895
100158529	23126	926
100158530	10444	1711
100158531	889	1692
100158531	NA	1692
100158532	83853	10616
100158533	81616	4186
100158534	1434	880
100158535	23420	644
100158535	283820	644
100158535	408050	644
100158536	162	989
100158537	494188	6591
100158539	9320	139
100158540	5918	11995
100158542	8805	1666
100158543	2052	5798
100158544	26140	5517
100158545	23093	3030
100158546	4849	2080
100158547	9652	680
100158548	57617	1535
100158549	4784	3354
100158550	51314	8212
100158551	81691	5897
100158552	55683	1838
100158555	85452	1533
100158556	118429	5795
100158557	55132	2535
100158558	157570	8453
100158559	9824	6049
100158561	1808	2496
100158564	23258	418
100158565	54906	8636
100158566	8500	570
100158568	118672	11031
100158569	9209	2768
100158570	152185	9981
100158571	25789	11079
100158572	23530	723
100158573	26019	463
100158574	4298	3986
100158575	9929	9170
100158576	84513	9623
100158577	4884	5209
100158578	56910	8285
100158579	80169	7475
100158580	3674	3644
100158581	5780	4616
100158582	10753	2549
100158584	27324	3506
100158585	192666	7168
100158586	84899	2152
100158587	28990	5883
100158588	55789	4474
100158589	6730	3068
100158590	3937	8941
100158591	5737	7059
100158592	53345	7955
100158593	56897	5309
100158594	55624	2264
100158597	6120	8340
100158597	729020	8340
100158598	25996	9355
100158599	4643	648
100158600	27183	4036
100158602	374786	3378
100158603	57486	2801
100158604	9958	776
100158606	134218	4961
100158607	79064	11971
100158609	284654	10300
100158612	9648	1686
100158613	257629	8412
100158614	8601	9212
100158615	161424	6593
100158616	284069	3596
100158617	169714	4517
100158618	9274	11755
100158619	8120	1023
100158620	26273	5587
100158621	8216	1550
100158622	25788	2188
100158623	4796	2333
100158624	5255	736
100158625	8295	17
100158626	64800	2771
100158627	51564	2963
100158628	80725	1322
100158629	57130	833
100158630	58513	1723
100158631	64430	1307
100158632	5277	4478
100158633	55534	1537
100158634	11194	4295
100158635	25885	371
100158636	9700	1391
100158637	253714	1687
100158638	83986	8454
100158639	25963	4376
100158640	7095	5333
100158641	11196	1852
100158642	125950	6572
100158643	55703	498
100158644	197358	2961
100158645	26261	6618
100158646	23467	6636
100158647	55262	4779
100158648	387509	4669
100158649	79831	7603
100158650	9489	4550
100158651	2232	5504
100158652	55336	10677
100158653	4241	3583
100158654	18	3516
100158655	7481	5773
100158656	22863	4343
100158657	30837	5829
100169673	27043	3992
100169674	11170	11498
100169675	283899	10915
100170148	51684	3473
100170149	55206	399
100170151	4778	11500
100170153	7057	532
100170154	23405	197
100170155	10040	9126
100170156	55131	4060
100170158	10533	2381
100170159	5066	1586
100170160	5208	3753
100170161	4803	10273
100170162	9202	515
100170163	92345	9374
100170164	1740	1191
100170165	54346	6585
100170166	1763	1696
100170167	55119	4366
100170168	23023	3726
100170169	23063	1050
100170170	55177	7553
100170172	339488	5665
100170173	342184	2449
100170174	6773	5807
100170175	10410	12774
100170175	10581	12774
100170175	8519	12774
100170175	NA	12774
100170176	23276	2565
100170177	80816	484
100170178	64426	6288
100170179	904	5230
100170180	10498	2655
100170181	134187	11457
100170181	5460	11457
100170181	5462	11457
100170182	57534	616
100170183	185	7668
100170184	9068	4226
100170185	54345	9995
100170186	23162	445
100170187	27244	4116
100170189	4756	554
100170190	83988	8781
100170191	151242	12200
100170192	51517	3491
100170193	23304	245
100170195	221061	2032
100170196	8559	6072
100170197	51585	2447
100170198	11344	6187
100170199	23408	7329
100170200	285966	3585
100170200	9747	3585
100170200	NA	3585
100170415	51087	9651
100170417	6748	10760
100170418	253725	2711
100170418	387680	2711
100170420	7295	12386
100170422	56943	11875
100170423	136288	11317
100170424	53339	4164
100170425	8608	8809
100170425	8630	8809
100170426	54842	2816
100170430	51024	11183
100170431	1990	9222
100170436	126074	12442
100170440	29893	10316
100170442	8518	1024
100170444	79066	4310
100170446	92255	2129
100170447	50808	9718
100170451	90550	6779
100170452	220064	12158
100170454	54149	8565
100170455	5239	2883
100170457	1478	5046
100170457	23283	5046
100170458	10201	11000
100170459	23385	3624
100170460	84844	11019
100170461	79872	3126
100170462	10797	6555
100170464	55660	1854
100170465	23074	1049
100170466	8239	63
100170467	158405	2619
100170468	5305	4485
100170469	26015	1733
100170470	10637	10913
100170470	7044	10913
100170471	134526	5415
100170472	23111	4928
100170473	24145	6431
100170474	84518	12319
100170475	83930	9911
100170476	5357	2939
100170478	59339	7653
100170479	221749	8837
100170480	202243	8371
100170481	127495	8885
100170482	538	629
100170483	64332	5920
100170484	56890	7740
100170485	23185	2785
100170486	10555	9853
100170487	84935	11510
100170488	2857	8798
100170489	83998	11963
100170490	7104	9678
100170491	54908	5962
100170492	57226	12588
100170493	84100	9675
100170494	115557	6204
100170495	1299	2579
100170495	81578	2579
100170495	84570	2579
100170496	9750	1522
100170497	9892	1465
100170498	23072	356
100170499	80000	260
100170501	9738	5224
100170502	200162	1280
100170512	9411	2501
100170541	3983	1867
100170543	613	1014
100170546	7249	404
100170547	6829	607
100170548	8224	3979
100170550	55107	1205
100170551	23524	3996
100170552	6157	10402
100170554	60684	610
100170555	23187	1646
100170557	131601	6599
100170558	7403	347
100170561	10678	6308
100170562	22864	1466
100170563	2071	1421
100170564	55738	6644
100170567	55259	6121
100170568	11188	1821
100170571	1727	7720
100170572	10767	2727
100170573	137964	4145
100170574	64207	3205
100170577	51027	12526
100170578	81545	929
100170579	81609	3016
100170580	114794	2304
100170581	54893	1976
100170582	9229	1101
100170583	2555	4372
100170584	146754	27
100170585	56624	3137
100170586	8570	2436
100170588	8532	3908
100170589	10992	2505
100170591	51123	12374
100170592	254359	11083
100170593	134187	11457
100170593	5460	11457
100170593	5462	11457
100170594	27352	1706
100170596	203286	2574
100170597	9607	12255
100170598	5345	9301
100170599	2113	4038
100170600	11041	8477
100170601	7023	6823
100170603	537	7236
100170604	3396	11578
100170606	89766	9064
100170607	387597	4807
100170610	90809	7669
100170613	23432	4732
100170614	130951	10544
100170615	84866	12066
100170616	51013	9906
100170617	56915	9816
100170618	7052	3542
100170620	64582	7585
100170621	23163	3793
100170623	143	1654
100170624	7799	805
100170625	57589	432
100170627	126328	12227
100170638	2972	3067
100170640	4292	2222
100188921	57689	2084
100188922	6938	2294
100188923	112495	11788
100188924	6599	972
100189546	860	3676
100189547	8200	6097
100189548	121340	7510
100190989	26049	7056
100192370	55801	12935
100192371	5649	34
100192372	25831	74
100192373	32	118
100192374	9875	495
100192375	5787	315
100192376	57680	205
100192377	23158	542
100196922	8470	1235
100196924	6886	10226
100196926	9761	7494
100216007	3043	11718
100216007	3045	11718
100216007	3046	11718
100216007	3047	11718
100216007	3048	11718
100216008	11020	10973
100216016	23315	2633
100216017	11156	9699
100216021	6443	6704
100216023	100288687	12928
100216023	NA	12928
100216024	154007	9810
100216025	1240	9199
100216026	5982	6148
100216028	389421	8411
100216029	10905	2242
100216030	84883	7613
100216031	11153	5555
100216032	9697	6300
100216033	4335	5412
100216034	90861	11746
100216035	54904	547
100216036	8992	12193
100216038	79637	11217
100216039	54502	5137
100216040	10084	10857
100216041	84896	5606
100216043	3029	7656
100216044	5829	3359
100216046	57003	4185
100216047	6128	8394
100216048	23256	2202
100216049	339344	10403
100216050	57650	2293
100216051	8871	869
100216052	80755	6552
100216053	89	1184
100216054	160897	6227
100216055	23242	6935
100216056	2078	3211
100216057	253558	5739
100216058	9091	5312
100216059	4624	156
100216060	54206	7707
100216061	8411	841
100216062	4017	1931
100216064	9099	5695
100216065	3556	4693
100216066	80255	4453
100216067	90952	10734
100216075	9055	4466
100216076	84641	4602
100216077	9351	8218
100216078	11057	4593
100216079	57595	2806
100216080	83642	3801
100216082	2891	962
100216083	29924	4833
100216084	56980	903
100216085	63035	3174
100216086	4649	306
100216087	115548	1713
100216088	8672	576
100216089	23167	1432
100216091	4775	2921
100216092	6764	1214
100216093	9400	3127
100216094	5087	3943
100216095	89927	10253
100216096	57178	634
100216097	23505	322
100216098	57484	4739
100216101	917	12564
100216102	3040	11768
100216102	3050	11768
100216103	201229	12417
100216105	3964	9368
100216106	112487	11319
100216107	1182	1130
100216109	23635	4638
100216110	4204	5995
100216111	4619	166
100216111	4620	166
100216111	4622	166
100216111	4626	166
100216112	93974	12627
100216113	8649	11467
100216115	1962	4078
100216116	100131187	12570
100216117	84062	7309
100216118	23658	11958
100216119	3987	4903
100216121	9025	8198
100216122	55596	4499
100216123	391365	9640
100216125	90525	8104
100216126	2780	5647
100216127	7915	4401
100216128	114132	11785
100216128	89790	11785
100216128	945	11785
100216128	NA	11785
100216129	1015	4383
100216130	6949	9933
100216131	613212	12583
100216135	4747	4840
100216137	10463	3872
100216140	5933	1414
100216142	3234	10312
100216145	25825	5335
100216146	284723	7876
100216147	200933	7156
100216149	89845	1171
100216150	4163	1342
100216151	23165	202
100216152	57224	2704
100216154	201625	71
100216156	23461	755
100216157	200845	7535
100216158	26090	5585
100216159	29945	2229
100216160	26092	11081
100216161	6525	5084
100216163	55840	9735
100216164	5947	11089
100216165	5359	8305
100216166	5119	9638
100216167	200081	5247
100216169	6502	7518
100216170	83696	728
100216171	57121	9961
100216176	56261	2635
100216177	56006	4488
100216178	79072	6437
100216179	54801	6112
100216180	27246	7690
100216181	6845	8518
100216182	785	3008
100216183	22839	2365
100216184	7490	4538
100216186	1801	6093
100216187	201562	8584
100216188	23339	1370
100216190	10499	545
100216191	1795	196
100216192	10464	2581
100216193	3607	2835
100216194	9854	6165
100216195	152330	1058
100216196	57473	6633
100216197	79085	5156
100216198	221692	4475
100216199	64921	1872
100216200	5338	2123
100216201	2222	5622
100216202	48	1161
100216203	160518	468
100216209	22846	7810
100216213	92610	12212
100216214	4897	685
100216215	57168	5752
100216216	5209	4104
100216218	90826	2834
100216219	4008	1551
100216221	57605	583
100216222	154043	4457
100216222	NA	4457
100216224	55697	1925
100216225	23367	1340
100216226	89953	3397
100216227	254170	4167
100216228	6578	4147
100216229	2774	5016
100216230	9491	11127
100216231	126567	7696
100216233	64359	5042
100216234	29078	11976
100216235	1315	830
100216236	54881	2917
100216237	55749	772
100216238	5372	8416
100216240	197135	8255
100216242	9678	1571
100216243	8034	7551
100216244	6936	6284
100216245	131909	9522
100216246	388135	11139
100216247	23350	925
100216248	11273	1996
100216250	23028	1301
100216251	23224	136
100216252	4967	697
100216254	134266	11756
100216255	718	988
100216258	283316	4273
100216258	9332	4273
100216259	23476	1169
100216261	56165	4590
100216262	10682	9996
100216263	5198	860
100216264	3837	995
100216265	3070	1923
100216266	5213	1622
100216267	37	3706
100216268	56994	6367
100216269	6815	8806
100216270	10455	7484
100216271	4012	2045
100216272	55973	10552
100216273	115811	9828
100216275	158787	10213
100216276	2012	11780
100216277	83444	9419
100216278	139322	11097
100216279	3693	2177
100216280	25972	7698
100216281	8932	7710
100216283	8418	3944
100216284	113251	3769
100216287	83543	11615
100216288	255324	12676
100216289	55666	2383
100216290	3916	9753
100216292	11260	918
100216293	8190	11901
100216294	4194	8238
100216295	989	3886
100216296	8435	5956
100216297	92342	10042
100216298	28960	8390
100216299	1107	229
100216300	9172	534
100216303	64963	11431
100216305	3040	11768
100216305	3050	11768
100216306	7145	623
100216308	50616	12787
100216446	3458	13015
100216447	4308	369
100216448	7379	12833
100216449	1826	129
100216450	57594	10150
100217320	25930	1123
100217321	8509	1328
100217324	2246	10969
100217325	2249	11104
100217326	2251	10871
100217327	2254	8545
100217328	2259	7622
100217329	9965	11601
100217357	3720	656
100233214	3814	13007
100233217	7014	10029
100233218	26281	9499
100233219	8074	11476
100270675	958	11779
100270676	9889	1139
100270772	9133	7641
100270773	865	9834
100270774	80790	1426
100271748	1758	12632
100271749	10117	11939
100271754	23237	10230
100271760	51155	12621
100271761	8507	2280
100271762	6880	8442
100271763	3978	2463
100271764	6734	3529
100271765	23322	1623
100271885	6689	11449
100271885	NA	11449
100294668	26259	6356
100302008	79054	878
100302038	7439	5718
100302039	144453	4299
100302393	5957	9635
100302394	10302	12666
100302395	80758	11258
100302396	51442	12688
100302397	26137	2608
100302398	9412	11045
100302589	26523	905
100306962	64843	6491
100316909	10251	9526
100316910	374739	11992
100316919	57582	568
100316929	84634	8592
100327234	63893	930
100327236	79670	1159
100327238	5045	2201
100327242	8301	2483
100327243	6916	6056
100327246	84447	3383
100327248	55345	1825
100327249	3652	3658
100327250	6124	5395
100327255	131870	11409
100327256	140691	8687
100328949	116064	7888
100328984	80135	6557
100329113	54822	239
100329115	140890	7528
100329116	2318	60
100329117	25962	308
100329122	23352	3
100329130	2793	12715
100329132	6232	11882
100329137	9403	11103
100329139	10073	7228
100329161	1350	12721
100329162	282616	12964
100329162	282617	12964
100329162	282618	12964
100329164	282616	12964
100329164	282617	12964
100329164	282618	12964
100329165	282616	12964
100329165	282617	12964
100329165	282618	12964
100329166	53832	12936
100329175	643155	12475
100329177	286144	12649
100329183	3588	11863
100329183	NA	11863
100329184	84634	8592
100329185	84634	8592
100329186	22871	1250
100329187	57555	1835
100329188	54413	1304
100329189	22829	1178
100329189	57502	1178
100329190	6482	8552
100329191	8869	8721
100329192	30815	8334
100335029	3578	13094
100335040	2529	9322
100335042	3040	11768
100335042	3050	11768
100335043	3040	11768
100335043	3050	11768
100335051	2525	9565
100335051	2527	9565
100335051	2528	9565
100335053	3586	12184
100335054	50831	12269
100335054	50835	12269
100335054	50836	12269
100335054	50837	12269
100335054	50839	12269
100335054	NA	12269
100335055	50831	12269
100335055	50835	12269
100335055	50836	12269
100335055	50837	12269
100335055	50839	12269
100335055	NA	12269
100335063	50831	12269
100335063	50835	12269
100335063	50836	12269
100335063	50837	12269
100335063	50839	12269
100335063	NA	12269
100335064	259285	12395
100335064	259286	12395
100335065	259285	12395
100335065	259286	12395
100335066	259285	12395
100335066	259286	12395
100335067	259289	12470
100335067	259290	12470
100335067	259292	12470
100335067	259293	12470
100335067	259294	12470
100335067	259295	12470
100335067	259296	12470
100335067	50838	12470
100335067	50840	12470
100335067	NA	12470
100335068	259289	12470
100335068	259290	12470
100335068	259292	12470
100335068	259293	12470
100335068	259294	12470
100335068	259295	12470
100335068	259296	12470
100335068	50838	12470
100335068	50840	12470
100335068	NA	12470
100337649	337867	7944
100337653	2926	9359
100359366	107987462	12872
100359366	10859	12872
100359366	10990	12872
100359366	11024	12872
100359366	11026	12872
100359366	11027	12872
100359366	2204	12872
100359366	23547	12872
100359366	3802	12872
100359366	3803	12872
100359366	3811	12872
100359366	3812	12872
100359366	3813	12872
100359366	51206	12872
100359366	57292	12872
100359366	NA	12872
100379668	55636	57
100379669	11135	12619
100379670	254887	7744
100379671	57184	11584
100379672	54814	9446
100379673	22852	3316
100379674	51097	5998
100379675	79719	8704
100379676	10557	10985
100379677	81689	11182
100379678	57128	12554
100379679	56997	3750
100379680	654790	12888
100379681	2288	5736
100379682	5337	985
100379683	10787	489
100379684	132320	4746
100379686	26031	1806
100379688	3796	1694
100379689	286151	7956
100379691	23670	624
100379692	83698	8317
100379693	51020	10184
100379695	54765	12074
100379696	8050	6516
100379697	23395	1669
100379698	1503	2441
100379699	57570	6226
100379701	29115	7409
100379702	144577	4571
100379703	84318	7208
100379704	83715	2534
100379705	9051	7223
100379706	51241	12500
100379707	87769	12050
100379708	85479	10011
100379709	57149	11999
100379710	9465	11239
100379711	153733	6847
100379712	84260	6189
100379714	8972	425
100379714	93432	425
100379715	84812	3190
100379717	283927	11723
100379719	9867	7227
100379720	56548	7829
100379721	9900	1886
100379722	6223	10576
100379724	9687	310
100379725	51650	12065
100379726	2315	12837
100379727	51421	4751
100379728	151188	11802
100379729	4351	6738
100379730	51272	12251
100379731	9553	12889
100379732	5693	8693
100379733	7268	7456
100379734	2744	2706
100379735	51657	10044
100379736	79170	12733
100379737	60412	1037
100379738	9882	847
100379739	5350	12909
100379740	27327	387
100379741	84464	4854
100379742	257160	8673
100379743	60561	2191
100379744	84817	11906
100379745	199857	10701
100379746	23518	1259
100379747	10208	7515
100379752	9266	4477
100379753	79095	12852
100379754	56970	6335
100379755	129831	5488
100379756	79770	9815
100379757	154214	6647
100379758	55105	4563
100379759	2037	2445
100379760	4645	252
100379761	728294	5244
100379762	84280	3532
100379763	58497	8309
100379764	256933	12725
100379765	2230	11466
100379768	64863	8179
100379769	116841	8610
100379770	84542	2610
100379771	5994	11752
100379772	26009	2822
100379773	79603	8386
100379774	374618	8146
100379775	118491	2071
100379776	83461	12789
100379777	2040	7868
100379778	22934	8743
100379779	132001	9221
100379780	79586	3095
100379781	51642	11384
100379782	8879	4554
100379783	51060	10797
100379784	10735	486
100379785	84061	6249
100379786	51312	7654
100379787	9851	6527
100379788	343099	3346
100379789	8772	12413
100379790	50628	3694
100379791	5884	4271
100379792	93953	10788
100379793	203238	2713
100379794	9797	7390
100379794	NA	7390
100379795	8165	5889
100379797	51495	7109
100379798	387758	10487
100379801	22876	1003
100379802	9533	6578
100379803	55687	5348
100379804	4594	1743
100379806	23328	2248
100379807	55818	1297
100379808	2491	5342
100379809	30008	4754
100379810	23095	195
100379811	51029	9333
100379812	81620	7076
100379813	25792	10437
100379814	51368	10673
100379815	10928	2374
100379816	7162	9562
100379818	100134934	12559
100379819	441054	8936
100379820	646625	11826
100379822	55093	10779
100379824	1138	4362
100379826	255231	4332
100379827	11132	5377
100379829	51244	6568
100379830	54455	2213
100379831	1142	4491
100379832	338773	12369
100379834	30834	12021
100379835	23326	2690
100379836	10489	6166
100379837	132671	7085
100379838	65987	11244
100379839	59277	2686
100379840	55785	1653
100379844	162387	7965
100379845	134359	7946
100379846	54994	8185
100379848	389320	12816
100379849	79968	7423
100379850	56947	9021
100379851	85379	8559
100379853	10013	3991
100379854	29894	402
100379855	94120	7371
100379856	84223	9711
100379857	55731	4608
100379858	22997	655
100379859	130813	12275
100379860	25914	453
100379863	9772	696
100379864	153657	10768
100379866	8799	9669
100379867	54855	5437
100379868	84272	8164
100379870	55833	1319
100379871	9858	9780
100379872	9256	1792
100379875	64386	6801
100379876	400451	12642
100379878	222223	1105
100379880	22832	2653
100379881	400916	11887
100379885	8857	318
100379891	64755	8359
100379892	9896	1164
100379894	1060	11349
100379895	122830	9277
100379896	9848	7733
100379897	54680	9850
100379898	64225	2937
100379900	2983	2048
100379901	54875	2272
100379902	9369	249
100379903	57153	2149
100379904	55070	2584
100379905	133383	8903
100379906	6133	9323
100379907	11146	5464
100379908	4677	2857
100379910	219743	8482
100379911	9631	478
100379912	23203	3558
100379914	25802	6956
100379915	9282	354
100379916	54482	6966
100379917	5784	1098
100379919	57110	11302
100379920	64328	523
100379921	9014	6443
100379922	81605	11968
100379923	149371	2623
100379924	541468	11630
100379925	23077	6
100379926	5422	530
100379927	8417	9392
100379928	121053	12633
100379929	541578	11350
100379929	91966	11350
100379931	643236	11046
100379932	145282	9600
100379933	78994	11356
100379935	9978	11147
100379937	164118	9677
100379938	80055	2866
100379939	10321	10745
100379939	7180	10745
100379940	23198	211
100379941	84167	11817
100379942	6414	10171
100379943	285016	12574
100379944	399979	3818
100379945	375056	4408
100379946	23325	564
100379948	49855	688
100379949	5051	8959
100379952	100129361	12893
100379952	644538	12893
100379952	644596	12893
100379953	28971	11677
100379954	130916	11827
100379956	64844	5346
100379957	NA	12717
100379958	728	10599
100379959	54973	2344
100379962	58986	4198
100379963	83742	12186
100379964	9777	2113
100379966	23151	3058
100379967	57095	9616
100379970	132724	10534
100379970	28983	10534
100379970	339967	10534
100379970	389208	10534
100379970	9407	10534
100379971	162681	11546
100379972	54462	5274
100379974	9462	618
100379976	339366	8590
100379977	23199	1232
100379978	8270	12827
100379979	112770	10355
100379980	1945	11689
100379982	51305	5212
100379983	90416	11813
100379984	51066	10619
100379985	79155	9710
100379987	201255	4827
100379988	201299	10833
100379989	81488	11501
100379989	NA	11501
100379990	259266	271
100379991	255104	4399
100379992	118812	11084
100379993	9223	454
100379994	8575	9304
100379995	54529	5273
100379996	10656	6341
100379997	389084	12749
100379998	5264	7312
100380000	9517	3262
100380002	23421	13004
100380003	9647	8647
100380004	29899	2660
100380005	11142	12897
100380006	64579	1176
100380007	55622	2230
100380009	4836	3831
100380010	113000	8997
100380012	64118	4413
100380013	92521	2082
100380014	573	10802
100380015	84698	6725
100380016	286343	11545
100380017	152189	11289
100380018	81792	866
100380019	4719	1770
100380020	6102	6403
100380021	60686	7110
100380022	10635	11675
100380023	80324	6558
100380025	55148	6608
100380026	3354	5982
100380027	51430	1572
100380028	55650	8062
100380029	10007	6751
100380030	83591	12375
100380031	64866	5351
100380032	23347	327
100380033	7515	5294
100380035	7840	5300
100380036	57821	9431
100380037	119392	11918
100380038	6400	2005
100380039	84334	11456
100380040	92691	8662
100380041	5948	11390
100380042	1741	1427
100380043	4436	1306
100380044	79143	5918
100380045	8396	4431
100380046	546	524
100380047	51649	11842
100380048	6867	6583
100380049	285367	10655
100380050	164	1343
100380051	23446	2147
100380052	152137	10447
100380053	55571	4136
100380054	10726	7709
100380055	57140	3157
100380056	8395	3567
100380057	63922	2669
100380058	56886	392
100380059	7798	6278
100380060	58493	11932
100380061	51307	9598
100380062	54968	11693
100380063	11073	749
100380064	8310	2965
100380065	10975	12826
100380066	10623	3819
100380068	23368	1102
100380069	26039	5313
100380070	10295	5112
100380072	4968	9429
100380073	51172	6840
100380075	23647	6879
100380076	732	4710
100380078	11264	10038
100380079	2175	2486
100380082	7866	7327
100380083	401505	12905
100380084	3760	3337
100380085	728621	9937
100380086	400673	12746
100380087	79571	5456
100380088	55049	12794
100380089	142940	9238
100380090	5498	7192
100380091	3840	2912
100380092	2912	1585
100380093	8729	256
100380094	25948	2407
100380095	51542	1212
100380096	9844	1539
100380097	8557	12210
100380098	388552	12697
100380099	5193	7295
100380100	78995	10146
100380101	56287	12064
100380102	23207	2378
100380104	79886	10512
100380105	8815	12058
100380107	79659	24
