#XT_gene	HS_gene	OrthoID
100329117	25962	ORTHOMCL4927
100329119	2011	ORTHOMCL130
100329119	4139	ORTHOMCL130
100329119	4140	ORTHOMCL130
100329119	57787	ORTHOMCL130
100329122	23352	ORTHOMCL207
100329132	6232	ORTHOMCL8571
100329137	9403	ORTHOMCL7086
100329139	10073	ORTHOMCL3449
100329186	22829	ORTHOMCL109
100329186	22871	ORTHOMCL109
100329186	54413	ORTHOMCL109
100329186	57502	ORTHOMCL109
100329186	57555	ORTHOMCL109
100329187	22829	ORTHOMCL109
100329187	22871	ORTHOMCL109
100329187	54413	ORTHOMCL109
100329187	57502	ORTHOMCL109
100329187	57555	ORTHOMCL109
100329188	22829	ORTHOMCL109
100329188	22871	ORTHOMCL109
100329188	54413	ORTHOMCL109
100329188	57502	ORTHOMCL109
100329188	57555	ORTHOMCL109
100329189	22829	ORTHOMCL109
100329189	22871	ORTHOMCL109
100329189	54413	ORTHOMCL109
100329189	57502	ORTHOMCL109
100329189	57555	ORTHOMCL109
100337649	337867	ORTHOMCL876
100379668	55636	ORTHOMCL4520
100379671	57184	ORTHOMCL2322
100379674	51097	ORTHOMCL7283
100379677	81689	ORTHOMCL7819
100379679	56997	ORTHOMCL5841
100379681	2288	ORTHOMCL8928
100379682	5337	ORTHOMCL2099
100379683	10787	ORTHOMCL1451
100379686	26031	ORTHOMCL3147
100379688	3796	ORTHOMCL2333
100379691	23670	ORTHOMCL4642
100379692	83698	ORTHOMCL4837
100379693	51020	ORTHOMCL5563
100379697	23395	ORTHOMCL862
100379698	1503	ORTHOMCL660
100379698	56474	ORTHOMCL660
100379701	29115	ORTHOMCL7356
100379702	144577	ORTHOMCL8947
100379708	85479	ORTHOMCL8675
100379709	57149	ORTHOMCL5545
100379721	9900	ORTHOMCL10480
100379722	6223	ORTHOMCL10529
100379724	9687	ORTHOMCL3376
100379725	51650	ORTHOMCL3055
100379732	5693	ORTHOMCL9843
100379734	27165	ORTHOMCL529
100379734	2744	ORTHOMCL529
100379737	60412	ORTHOMCL1447
100379738	9882	ORTHOMCL3118
100379743	60561	ORTHOMCL5018
100379744	84817	ORTHOMCL7485
100379745	199857	ORTHOMCL5274
100379746	23518	ORTHOMCL556
100379752	27128	ORTHOMCL793
100379752	9265	ORTHOMCL793
100379752	9266	ORTHOMCL793
100379752	9267	ORTHOMCL793
100379754	56970	ORTHOMCL844
100379755	129831	ORTHOMCL3195
100379757	154214	ORTHOMCL9707
100379758	55105	ORTHOMCL2092
100379760	4645	ORTHOMCL4536
100379761	728294	ORTHOMCL2256
100379762	84280	ORTHOMCL1408
100379765	2230	ORTHOMCL7721
100379770	84542	ORTHOMCL9322
100379777	2040	ORTHOMCL5467
100379778	22934	ORTHOMCL5243
100379782	8879	ORTHOMCL7121
100379783	51060	ORTHOMCL10364
100379784	10274	ORTHOMCL1081
100379784	10735	ORTHOMCL1081
100379785	84061	ORTHOMCL7768
100379786	51312	ORTHOMCL8043
100379796	2868	ORTHOMCL771
100379796	2869	ORTHOMCL771
100379796	2870	ORTHOMCL771
100379797	51495	ORTHOMCL7577
100379800	54521	ORTHOMCL9336
100379801	22876	ORTHOMCL7378
100379802	9533	ORTHOMCL3264
100379803	55687	ORTHOMCL5590
100379804	4594	ORTHOMCL2136
100379805	3613	ORTHOMCL10206
100379809	30008	ORTHOMCL8868
100379810	23095	ORTHOMCL83
100379810	547	ORTHOMCL83
100379811	51029	ORTHOMCL8494
100379815	10928	ORTHOMCL2328
100379821	11329	ORTHOMCL1464
100379821	23012	ORTHOMCL1464
100379824	1138	ORTHOMCL1535
100379824	1142	ORTHOMCL1535
100379826	255231	ORTHOMCL2323
100379828	57590	ORTHOMCL5681
100379830	54455	ORTHOMCL7087
100379831	1138	ORTHOMCL1535
100379831	1142	ORTHOMCL1535
100379834	30834	ORTHOMCL4559
100379835	158880	ORTHOMCL782
100379835	23326	ORTHOMCL782
100379835	389856	ORTHOMCL782
100379839	59277	ORTHOMCL8696
100379846	54994	ORTHOMCL2929
100379854	29894	ORTHOMCL5673
100379858	22997	ORTHOMCL1032
100379863	9772	ORTHOMCL1453
100379867	115572	ORTHOMCL539
100379867	169966	ORTHOMCL539
100379867	54855	ORTHOMCL539
100379867	NA	ORTHOMCL539
100379868	84272	ORTHOMCL8396
100379870	55833	ORTHOMCL394
100379877	22989	ORTHOMCL51
100379877	4619	ORTHOMCL51
100379877	4620	ORTHOMCL51
100379877	4621	ORTHOMCL51
100379877	4622	ORTHOMCL51
100379877	4624	ORTHOMCL51
100379877	4625	ORTHOMCL51
100379877	4626	ORTHOMCL51
100379877	57644	ORTHOMCL51
100379877	8735	ORTHOMCL51
100379878	222223	ORTHOMCL8549
100379881	400916	ORTHOMCL9705
100379882	50940	ORTHOMCL4608
100379889	156	ORTHOMCL5327
100379889	157	ORTHOMCL5327
100379892	9896	ORTHOMCL5081
100379895	122830	ORTHOMCL5256
100379896	9848	ORTHOMCL2948
100379898	25923	ORTHOMCL281
100379898	51062	ORTHOMCL281
100379898	64225	ORTHOMCL281
100379900	2983	ORTHOMCL5653
100379902	9369	ORTHOMCL24
100379902	9378	ORTHOMCL24
100379903	204962	ORTHOMCL340
100379903	57153	ORTHOMCL340
100379904	55070	ORTHOMCL1443
100379906	6133	ORTHOMCL5485
100379908	4677	ORTHOMCL8269
100379911	9631	ORTHOMCL8869
100379912	23203	ORTHOMCL9426
100379913	11137	ORTHOMCL3541
100379915	9282	ORTHOMCL2200
100379917	5784	ORTHOMCL9434
100379919	57110	ORTHOMCL8068
100379920	64328	ORTHOMCL7884
100379922	81605	ORTHOMCL4231
100379923	149371	ORTHOMCL9188
100379925	23077	ORTHOMCL93
100379926	5422	ORTHOMCL2093
100379927	8417	ORTHOMCL8859
100379935	9978	ORTHOMCL10105
100379940	23198	ORTHOMCL5528
100379946	23325	ORTHOMCL8003
100379948	49855	ORTHOMCL5029
100379953	28971	ORTHOMCL4800
100379959	54973	ORTHOMCL3374
100379960	51441	ORTHOMCL2777
100379961	81035	ORTHOMCL10516
100379964	9777	ORTHOMCL4461
100379966	23151	ORTHOMCL2350
100379967	57095	ORTHOMCL4580
100379974	9462	ORTHOMCL776
100379982	51305	ORTHOMCL7977
100379991	255104	ORTHOMCL5158
100379992	118812	ORTHOMCL3246
100379993	9223	ORTHOMCL235
100379996	10656	ORTHOMCL8765
100379998	5264	ORTHOMCL9635
100380000	55304	ORTHOMCL2974
100380000	9517	ORTHOMCL2974
100380004	29899	ORTHOMCL1096
100380006	3340	ORTHOMCL513
100380006	64579	ORTHOMCL513
100380006	8509	ORTHOMCL513
100380006	9348	ORTHOMCL513
100380007	55622	ORTHOMCL5466
100380009	4836	ORTHOMCL3030
100380009	9397	ORTHOMCL3030
100380012	64118	ORTHOMCL8904
100380019	4719	ORTHOMCL10224
100380020	6102	ORTHOMCL10124
100380023	80324	ORTHOMCL7338
100380026	3354	ORTHOMCL3355
100380027	51430	ORTHOMCL965
100380029	10007	ORTHOMCL1983
100380029	132789	ORTHOMCL1983
100380038	6400	ORTHOMCL8487
100380040	92691	ORTHOMCL5326
100380041	5948	ORTHOMCL5449
100380042	1739	ORTHOMCL55
100380042	1740	ORTHOMCL55
100380042	1741	ORTHOMCL55
100380042	1742	ORTHOMCL55
100380043	4436	ORTHOMCL10277
100380045	5305	ORTHOMCL616
100380045	79837	ORTHOMCL616
100380045	8396	ORTHOMCL616
100380046	546	ORTHOMCL5560
100380050	164	ORTHOMCL2194
100380051	23446	ORTHOMCL2206
100380053	55571	ORTHOMCL4715
100380054	10726	ORTHOMCL8525
100380055	57140	ORTHOMCL7424
100380056	23396	ORTHOMCL382
100380056	8394	ORTHOMCL382
100380056	8395	ORTHOMCL382
100380058	56886	ORTHOMCL3068
100380060	58493	ORTHOMCL7380
100380064	8310	ORTHOMCL8932
100380066	10623	ORTHOMCL4458
100380068	23368	ORTHOMCL851
100380069	26039	ORTHOMCL9375
100380070	10295	ORTHOMCL1132
100380075	23647	ORTHOMCL2108
100380078	11264	ORTHOMCL7154
100380081	5141	ORTHOMCL84
100380081	5142	ORTHOMCL84
100380081	5143	ORTHOMCL84
100380081	5144	ORTHOMCL84
100380084	3760	ORTHOMCL10494
100380089	142940	ORTHOMCL10453
100380091	3839	ORTHOMCL3329
100380091	3840	ORTHOMCL3329
100380092	2912	ORTHOMCL2306
100380092	2913	ORTHOMCL2306
100380093	8729	ORTHOMCL390
100380094	25948	ORTHOMCL8890
100380095	51542	ORTHOMCL4968
100380096	63916	ORTHOMCL248
100380096	9844	ORTHOMCL248
100380105	8815	ORTHOMCL10326
100380107	79659	ORTHOMCL7749
100380109	84876	ORTHOMCL10166
100380112	375061	ORTHOMCL5691
100380115	55197	ORTHOMCL10497
100380116	116447	ORTHOMCL322
100380116	7150	ORTHOMCL322
100380120	128387	ORTHOMCL4262
100380121	3156	ORTHOMCL5799
100380122	9191	ORTHOMCL8143
100380128	55704	ORTHOMCL681
100380131	26173	ORTHOMCL5857
100380132	334	ORTHOMCL2371
100380133	29104	ORTHOMCL4304
100380137	5313	ORTHOMCL314
100380137	5315	ORTHOMCL314
100380140	51754	ORTHOMCL5595
100380144	6524	ORTHOMCL8349
100380146	79899	ORTHOMCL2312
100380150	170691	ORTHOMCL3028
100380152	51528	ORTHOMCL8307
100380153	80176	ORTHOMCL7396
100380155	54516	ORTHOMCL8209
100380157	8539	ORTHOMCL7988
100380158	57282	ORTHOMCL108
100380158	9497	ORTHOMCL108
100380158	9498	ORTHOMCL108
100380159	22845	ORTHOMCL4943
100380160	5564	ORTHOMCL8629
100380162	388662	ORTHOMCL1364
100380162	55117	ORTHOMCL1364
100380164	58190	ORTHOMCL8192
100380167	9953	ORTHOMCL2767
100380167	9955	ORTHOMCL2767
100380168	7514	ORTHOMCL5221
100380173	80776	ORTHOMCL1011
100380174	9779	ORTHOMCL5170
100380175	9810	ORTHOMCL3182
100380187	10594	ORTHOMCL5722
100380190	56912	ORTHOMCL4372
100380193	4641	ORTHOMCL5619
100380194	8178	ORTHOMCL10026
100380199	56683	ORTHOMCL3180
100380199	NA	ORTHOMCL3180
100380202	55633	ORTHOMCL4376
100380204	3704	ORTHOMCL7817
100380205	5431	ORTHOMCL5317
100422805	133121	ORTHOMCL7499
100422809	406	ORTHOMCL3577
100422810	1407	ORTHOMCL2192
100422810	1408	ORTHOMCL2192
100484992	10919	ORTHOMCL831
100485011	79695	ORTHOMCL9306
100485012	400224	ORTHOMCL8844
100485025	11216	ORTHOMCL8220
100485031	2549	ORTHOMCL3280
100485035	775	ORTHOMCL144
100485035	776	ORTHOMCL144
100485035	778	ORTHOMCL144
100485035	779	ORTHOMCL144
100485053	57685	ORTHOMCL8235
100485060	130271	ORTHOMCL8909
100485065	153642	ORTHOMCL9731
100485071	8086	ORTHOMCL8150
100485075	146395	ORTHOMCL9587
100485077	166785	ORTHOMCL8159
100485081	317772	ORTHOMCL13
100485106	56659	ORTHOMCL1402
100485106	56660	ORTHOMCL1402
100485115	494513	ORTHOMCL9037
100485116	23164	ORTHOMCL1025
100485120	8444	ORTHOMCL563
100485120	8445	ORTHOMCL563
100485121	3757	ORTHOMCL242
100485121	81033	ORTHOMCL242
100485121	90134	ORTHOMCL242
100485126	11254	ORTHOMCL4855
100485133	10436	ORTHOMCL8956
100485146	9293	ORTHOMCL8278
100485165	2316	ORTHOMCL466
100485165	2317	ORTHOMCL466
100485175	253430	ORTHOMCL7462
100485177	57136	ORTHOMCL7291
100485183	113510	ORTHOMCL1106
100485190	23380	ORTHOMCL237
100485190	57522	ORTHOMCL237
100485190	653464	ORTHOMCL237
100485190	9901	ORTHOMCL237
100485190	NA	ORTHOMCL237
100485200	9552	ORTHOMCL8733
100485202	50809	ORTHOMCL5464
100485206	84230	ORTHOMCL2196
100485210	23331	ORTHOMCL2906
100485215	80059	ORTHOMCL2257
100485221	1103	ORTHOMCL9604
100485222	100134444	ORTHOMCL516
100485222	3759	ORTHOMCL516
100485222	3761	ORTHOMCL516
100485222	3768	ORTHOMCL516
100485222	3770	ORTHOMCL516
100485248	116987	ORTHOMCL161
100485248	116988	ORTHOMCL161
100485248	119016	ORTHOMCL161
100485248	119385	ORTHOMCL161
100485248	414189	ORTHOMCL161
100485248	642517	ORTHOMCL161
100485248	729092	ORTHOMCL161
100485248	NA	ORTHOMCL161
100485260	440193	ORTHOMCL1995
100485269	3098	ORTHOMCL1124
100485269	3099	ORTHOMCL1124
100485269	80201	ORTHOMCL1124
100485273	2911	ORTHOMCL638
100485273	2915	ORTHOMCL638
100485277	55832	ORTHOMCL1863
100485280	26115	ORTHOMCL184
100485280	85461	ORTHOMCL184
100485287	84675	ORTHOMCL1472
100485291	54328	ORTHOMCL7880
100485303	2203	ORTHOMCL961
100485303	8789	ORTHOMCL961
100485305	149041	ORTHOMCL2254
100485318	149281	ORTHOMCL5559
100485320	9480	ORTHOMCL5745
100485323	54899	ORTHOMCL5050
100485328	23493	ORTHOMCL8651
100485330	26507	ORTHOMCL1942
100485338	7223	ORTHOMCL2914
100485338	7224	ORTHOMCL2914
100485357	23333	ORTHOMCL1307
100485357	283417	ORTHOMCL1307
100485357	NA	ORTHOMCL1307
100485362	84251	ORTHOMCL1414
100485370	170850	ORTHOMCL3478
100485376	2588	ORTHOMCL2784
100485379	175	ORTHOMCL5838
100485382	27125	ORTHOMCL4604
100485384	146691	ORTHOMCL1048
100485387	5914	ORTHOMCL366
100485387	5915	ORTHOMCL366
100485387	5916	ORTHOMCL366
100485388	27253	ORTHOMCL2220
100485396	152485	ORTHOMCL1998
100485398	23510	ORTHOMCL8889
100485403	56937	ORTHOMCL3239
100485411	203259	ORTHOMCL9239
100485426	55671	ORTHOMCL2146
100485426	57223	ORTHOMCL2146
100485427	55022	ORTHOMCL8686
100485428	3203	ORTHOMCL8063
100485434	7039	ORTHOMCL7745
100485441	3304	ORTHOMCL203
100485441	3305	ORTHOMCL203
100485441	3306	ORTHOMCL203
100485441	3309	ORTHOMCL203
100485441	3310	ORTHOMCL203
100485441	3312	ORTHOMCL203
100485441	NA	ORTHOMCL203
100485445	5026	ORTHOMCL10381
100485449	861	ORTHOMCL5445
100485452	341640	ORTHOMCL5404
100485458	25977	ORTHOMCL8689
100485463	1812	ORTHOMCL9333
100485467	249	ORTHOMCL8735
100485471	84614	ORTHOMCL2026
100485480	1738	ORTHOMCL10083
100485486	84553	ORTHOMCL10092
100485487	142686	ORTHOMCL9048
100485493	60495	ORTHOMCL8535
100485496	55578	ORTHOMCL1487
100485500	345557	ORTHOMCL9270
100485502	4593	ORTHOMCL8808
100485503	84172	ORTHOMCL8294
100485507	84255	ORTHOMCL10281
100485515	80227	ORTHOMCL9
100485526	862	ORTHOMCL448
100485526	863	ORTHOMCL448
100485531	23137	ORTHOMCL4282
100485532	1386	ORTHOMCL1585
100485539	221178	ORTHOMCL2346
100485542	345222	ORTHOMCL10378
100485543	5046	ORTHOMCL3295
100485546	6542	ORTHOMCL881
100485548	317772	ORTHOMCL13
100485559	2637	ORTHOMCL5430
100485565	80207	ORTHOMCL7453
100485575	2673	ORTHOMCL1418
100485575	9945	ORTHOMCL1418
100485577	10003	ORTHOMCL514
100485577	219595	ORTHOMCL514
100485577	2346	ORTHOMCL514
100485579	7464	ORTHOMCL9571
100485584	23426	ORTHOMCL179
100485584	80852	ORTHOMCL179
100485585	54549	ORTHOMCL3505
100485588	253260	ORTHOMCL5402
100485596	9092	ORTHOMCL5643
100485600	23096	ORTHOMCL1602
100485603	1129	ORTHOMCL10538
100485604	2620	ORTHOMCL7441
100485606	51379	ORTHOMCL5784
100485607	1889	ORTHOMCL1386
100485607	9718	ORTHOMCL1386
100485625	5413	ORTHOMCL365
100485625	5414	ORTHOMCL365
100485628	81491	ORTHOMCL7772
100485629	6751	ORTHOMCL10504
100485632	9043	ORTHOMCL2274
100485634	5145	ORTHOMCL1309
100485634	5146	ORTHOMCL1309
100485634	5158	ORTHOMCL1309
100485637	22989	ORTHOMCL51
100485637	4619	ORTHOMCL51
100485637	4620	ORTHOMCL51
100485637	4621	ORTHOMCL51
100485637	4622	ORTHOMCL51
100485637	4624	ORTHOMCL51
100485637	4625	ORTHOMCL51
100485637	4626	ORTHOMCL51
100485637	57644	ORTHOMCL51
100485637	8735	ORTHOMCL51
100485650	23608	ORTHOMCL1061
100485650	7682	ORTHOMCL1061
100485675	1105	ORTHOMCL5611
100485678	56898	ORTHOMCL8336
100485690	63976	ORTHOMCL800
100485699	127544	ORTHOMCL1370
100485699	25897	ORTHOMCL1370
100485711	5696	ORTHOMCL3391
100485713	55605	ORTHOMCL675
100485724	80326	ORTHOMCL7504
100485729	864	ORTHOMCL8858
100485730	8633	ORTHOMCL5437
100485735	1642	ORTHOMCL9979
100485745	3636	ORTHOMCL9597
100485757	63931	ORTHOMCL9204
100485769	23250	ORTHOMCL1466
100485781	53354	ORTHOMCL531
100485781	79646	ORTHOMCL531
100485781	80025	ORTHOMCL531
100485787	137964	ORTHOMCL828
100485787	84803	ORTHOMCL828
100485788	4035	ORTHOMCL9437
100485815	9054	ORTHOMCL7050
100485825	320	ORTHOMCL2236
100485835	7316	ORTHOMCL969
100485841	10846	ORTHOMCL1070
100485844	216	ORTHOMCL533
100485844	217	ORTHOMCL533
100485844	219	ORTHOMCL533
100485844	220	ORTHOMCL533
100485844	8854	ORTHOMCL533
100485849	60468	ORTHOMCL4491
100485851	9108	ORTHOMCL2015
100485854	317772	ORTHOMCL13
100485859	57222	ORTHOMCL5110
100485871	114134	ORTHOMCL3421
100485887	55625	ORTHOMCL4825
100485894	84532	ORTHOMCL8679
100485903	129804	ORTHOMCL9043
100485906	775	ORTHOMCL144
100485906	776	ORTHOMCL144
100485906	778	ORTHOMCL144
100485906	779	ORTHOMCL144
100485924	6323	ORTHOMCL42
100485924	6326	ORTHOMCL42
100485924	6328	ORTHOMCL42
100485924	6329	ORTHOMCL42
100485924	6331	ORTHOMCL42
100485924	6334	ORTHOMCL42
100485924	6335	ORTHOMCL42
100485929	285440	ORTHOMCL2874
100485932	79694	ORTHOMCL5307
100485933	5289	ORTHOMCL10177
100485934	5083	ORTHOMCL9314
100485959	3845	ORTHOMCL4757
100485962	8370	ORTHOMCL119
100485977	6687	ORTHOMCL7384
100485979	56977	ORTHOMCL3071
100485984	151126	ORTHOMCL1060
100485986	23114	ORTHOMCL214
100485988	11237	ORTHOMCL319
100485993	55577	ORTHOMCL8483
100486001	157574	ORTHOMCL3500
100486005	2267	ORTHOMCL9159
100486008	317772	ORTHOMCL13
100486016	4846	ORTHOMCL3266
100486037	3172	ORTHOMCL836
100486037	3174	ORTHOMCL836
100486039	3221	ORTHOMCL9511
100486041	5910	ORTHOMCL5749
100486044	1355	ORTHOMCL8428
100486045	347862	ORTHOMCL10196
100486076	9423	ORTHOMCL701
100486080	3757	ORTHOMCL242
100486080	81033	ORTHOMCL242
100486080	90134	ORTHOMCL242
100486082	1630	ORTHOMCL1865
100486085	1080	ORTHOMCL5131
100486096	79776	ORTHOMCL1522
100486097	121278	ORTHOMCL4393
100486097	7166	ORTHOMCL4393
100486112	55321	ORTHOMCL7935
100486122	22989	ORTHOMCL51
100486122	4619	ORTHOMCL51
100486122	4620	ORTHOMCL51
100486122	4621	ORTHOMCL51
100486122	4622	ORTHOMCL51
100486122	4624	ORTHOMCL51
100486122	4625	ORTHOMCL51
100486122	4626	ORTHOMCL51
100486122	57644	ORTHOMCL51
100486122	8735	ORTHOMCL51
100486141	727936	ORTHOMCL9764
100486145	6627	ORTHOMCL10368
100486148	200959	ORTHOMCL543
100486148	2569	ORTHOMCL543
100486148	2570	ORTHOMCL543
100486176	2250	ORTHOMCL9103
100486199	6711	ORTHOMCL1105
100486199	6712	ORTHOMCL1105
100486205	57553	ORTHOMCL58
100486205	9645	ORTHOMCL58
100486226	5454	ORTHOMCL8873
100486227	51691	ORTHOMCL8226
100486228	1006	ORTHOMCL2847
100486228	1009	ORTHOMCL2847
100486231	3363	ORTHOMCL4363
100486239	3172	ORTHOMCL836
100486239	3174	ORTHOMCL836
100486264	55902	ORTHOMCL1040
100486265	5576	ORTHOMCL1878
100486265	5577	ORTHOMCL1878
100486275	577	ORTHOMCL2360
100486278	4097	ORTHOMCL2122
100486280	9617	ORTHOMCL5041
100486281	124359	ORTHOMCL10331
100486292	50650	ORTHOMCL3142
100486296	7405	ORTHOMCL8590
100486308	9898	ORTHOMCL968
100486316	64788	ORTHOMCL9846
100486325	55515	ORTHOMCL10514
100486328	23390	ORTHOMCL8122
100486330	201501	ORTHOMCL5287
100486334	3479	ORTHOMCL9353
100486335	6011	ORTHOMCL9955
100486336	25834	ORTHOMCL7314
100486349	408	ORTHOMCL1122
100486349	409	ORTHOMCL1122
100486360	6016	ORTHOMCL9749
100486367	9942	ORTHOMCL1513
100486368	81539	ORTHOMCL4865
100486372	5816	ORTHOMCL9590
100486377	23376	ORTHOMCL9608
100486381	124857	ORTHOMCL9247
100486382	83959	ORTHOMCL3530
100486389	8549	ORTHOMCL8617
100486399	3772	ORTHOMCL3023
100486418	84168	ORTHOMCL3127
100486426	79612	ORTHOMCL3140
100486426	80155	ORTHOMCL3140
100486428	2925	ORTHOMCL9449
100486433	8434	ORTHOMCL8783
100486435	51277	ORTHOMCL4932
100486442	2830	ORTHOMCL10147
100486454	56666	ORTHOMCL10530
100486456	6755	ORTHOMCL9157
100486464	10677	ORTHOMCL3466
100486465	10376	ORTHOMCL75
100486465	112714	ORTHOMCL75
100486465	51807	ORTHOMCL75
100486465	7277	ORTHOMCL75
100486465	7278	ORTHOMCL75
100486465	7846	ORTHOMCL75
100486465	79861	ORTHOMCL75
100486465	84790	ORTHOMCL75
100486468	26011	ORTHOMCL157
100486468	55714	ORTHOMCL157
100486468	57451	ORTHOMCL157
100486469	23043	ORTHOMCL33
100486469	50488	ORTHOMCL33
100486469	9448	ORTHOMCL33
100486471	89795	ORTHOMCL463
100486472	3996	ORTHOMCL5367
100486477	51380	ORTHOMCL7099
100486480	6473	ORTHOMCL5030
100486485	23317	ORTHOMCL2070
100486496	401	ORTHOMCL9946
100486500	142685	ORTHOMCL5588
100486502	5923	ORTHOMCL1332
100486502	5924	ORTHOMCL1332
100486510	116442	ORTHOMCL9669
100486511	6750	ORTHOMCL4881
100486512	23170	ORTHOMCL5751
100486517	196528	ORTHOMCL5535
100486525	6870	ORTHOMCL8916
100486526	2045	ORTHOMCL462
100486528	10143	ORTHOMCL5686
100486530	117532	ORTHOMCL2955
100486533	23484	ORTHOMCL7980
100486536	10548	ORTHOMCL5819
100486554	27092	ORTHOMCL8081
100486569	51719	ORTHOMCL634
100486569	81617	ORTHOMCL634
100486574	192669	ORTHOMCL182
100486574	192670	ORTHOMCL182
100486574	26523	ORTHOMCL182
100486574	27161	ORTHOMCL182
100486576	7111	ORTHOMCL3477
100486581	160851	ORTHOMCL249
100486581	8527	ORTHOMCL249
100486582	53630	ORTHOMCL8648
100486586	5695	ORTHOMCL8631
100486587	51133	ORTHOMCL1312
100486587	92799	ORTHOMCL1312
100486589	6530	ORTHOMCL2010
100486589	6531	ORTHOMCL2010
100486593	8811	ORTHOMCL9726
100486627	64478	ORTHOMCL5516
100486628	84926	ORTHOMCL9451
100486630	55681	ORTHOMCL7840
100486636	7881	ORTHOMCL210
100486636	8514	ORTHOMCL210
100486636	9196	ORTHOMCL210
100486647	64919	ORTHOMCL1413
100486669	284352	ORTHOMCL5655
100486675	5188	ORTHOMCL5801
100486677	4160	ORTHOMCL8213
100486683	117532	ORTHOMCL2955
100486685	25943	ORTHOMCL8744
100486687	53349	ORTHOMCL4664
100486689	100287718	ORTHOMCL8950
100486701	284716	ORTHOMCL2051
100486701	57494	ORTHOMCL2051
100486704	8703	ORTHOMCL5411
100486719	6492	ORTHOMCL1049
100486719	6493	ORTHOMCL1049
100486720	653604	ORTHOMCL44
100486728	79007	ORTHOMCL8395
100486732	1296	ORTHOMCL9594
100486744	23233	ORTHOMCL652
100486744	54536	ORTHOMCL652
100486746	56956	ORTHOMCL788
100486746	9355	ORTHOMCL788
100486750	6323	ORTHOMCL42
100486750	6326	ORTHOMCL42
100486750	6328	ORTHOMCL42
100486750	6329	ORTHOMCL42
100486750	6331	ORTHOMCL42
100486750	6334	ORTHOMCL42
100486750	6335	ORTHOMCL42
100486752	30850	ORTHOMCL10389
100486781	5447	ORTHOMCL5432
100486787	84253	ORTHOMCL2327
100486788	266722	ORTHOMCL2920
100486788	90161	ORTHOMCL2920
100486802	654429	ORTHOMCL9214
100486806	10888	ORTHOMCL3110
100486819	26043	ORTHOMCL4225
100486823	57459	ORTHOMCL3521
100486833	55727	ORTHOMCL4952
100486835	5295	ORTHOMCL460
100486835	5296	ORTHOMCL460
100486835	8503	ORTHOMCL460
100486837	220441	ORTHOMCL3487
100486839	124	ORTHOMCL311
100486839	125	ORTHOMCL311
100486839	126	ORTHOMCL311
100486839	131	ORTHOMCL311
100486843	8455	ORTHOMCL8995
100486844	27235	ORTHOMCL8751
100486845	6000	ORTHOMCL2050
100486845	9628	ORTHOMCL2050
100486846	6850	ORTHOMCL4234
100486849	116443	ORTHOMCL7267
100486874	182	ORTHOMCL7470
100486886	11141	ORTHOMCL7225
100486888	137868	ORTHOMCL5661
100486892	4092	ORTHOMCL5044
100486893	10592	ORTHOMCL5244
100486895	5986	ORTHOMCL4326
100486898	131405	ORTHOMCL3564
100486899	10495	ORTHOMCL841
100486899	55068	ORTHOMCL841
100486902	221294	ORTHOMCL1532
100486935	196527	ORTHOMCL3187
100486936	89857	ORTHOMCL3203
100486937	11226	ORTHOMCL805
100486937	2591	ORTHOMCL805
100486939	391723	ORTHOMCL9062
100486941	6583	ORTHOMCL2865
100486941	6584	ORTHOMCL2865
100486945	10160	ORTHOMCL2781
100486946	81889	ORTHOMCL5132
100486948	84900	ORTHOMCL5807
100486949	6497	ORTHOMCL5233
100486957	84129	ORTHOMCL7328
100486965	23769	ORTHOMCL4337
100486970	284252	ORTHOMCL5125
100486973	8986	ORTHOMCL9364
100486993	134111	ORTHOMCL8263
100486994	57578	ORTHOMCL1027
100486999	80036	ORTHOMCL8706
100487000	64577	ORTHOMCL8573
100487001	146664	ORTHOMCL4497
100487004	1107	ORTHOMCL204
100487004	1108	ORTHOMCL204
100487004	26038	ORTHOMCL204
100487006	27012	ORTHOMCL9479
100487012	91050	ORTHOMCL3419
100487018	57553	ORTHOMCL58
100487018	9645	ORTHOMCL58
100487030	55304	ORTHOMCL2974
100487030	9517	ORTHOMCL2974
100487046	7991	ORTHOMCL10016
100487062	NA	ORTHOMCL7787
100487063	6534	ORTHOMCL8660
100487067	317772	ORTHOMCL13
100487082	22989	ORTHOMCL51
100487082	4619	ORTHOMCL51
100487082	4620	ORTHOMCL51
100487082	4621	ORTHOMCL51
100487082	4622	ORTHOMCL51
100487082	4624	ORTHOMCL51
100487082	4625	ORTHOMCL51
100487082	4626	ORTHOMCL51
100487082	57644	ORTHOMCL51
100487082	8735	ORTHOMCL51
100487089	50649	ORTHOMCL1977
100487097	8618	ORTHOMCL34
100487097	93664	ORTHOMCL34
100487100	154215	ORTHOMCL10404
100487109	144699	ORTHOMCL3313
100487113	54851	ORTHOMCL5715
100487120	221035	ORTHOMCL10167
100487123	25822	ORTHOMCL5129
100487129	92312	ORTHOMCL7531
100487139	653604	ORTHOMCL44
100487141	6555	ORTHOMCL9732
100487142	2624	ORTHOMCL5735
100487143	79888	ORTHOMCL3553
100487144	57718	ORTHOMCL9370
100487151	441027	ORTHOMCL5090
100487152	23508	ORTHOMCL5633
100487153	1903	ORTHOMCL7801
100487157	114788	ORTHOMCL10335
100487160	4892	ORTHOMCL8805
100487179	653604	ORTHOMCL44
100487197	54829	ORTHOMCL8033
100487216	340075	ORTHOMCL10130
