#XT_prot	XT_gene	HS_prot	HS_gene	OrthoID
NP_998884.1	407952	A5A3E0	728378	ORTHOMCL65
NP_998884.1	407952	Q86YR6	317754	ORTHOMCL65
NP_998884.1	407952	A0JP26	102724631	ORTHOMCL65
NP_998884.1	407952	H3BUK9	100996331	ORTHOMCL65
NP_998884.1	407952	Q6S545	23784	ORTHOMCL65
NP_998884.1	407952	A6NI47	641455	ORTHOMCL65
NP_998884.1	407952	P68133	58	ORTHOMCL65
NP_998884.1	407952	P0CG39	653781	ORTHOMCL65
NP_998884.1	407952	P63261	71	ORTHOMCL65
NP_998884.1	407952	P68032	70	ORTHOMCL65
NP_998884.1	407952	Q6S8J7	340441	ORTHOMCL65
NP_998884.1	407952	P0CG38	653269	ORTHOMCL65
NP_998884.1	407952	Q6S8J3	445582	ORTHOMCL65
NP_998884.1	407952	Q6S5H5	404785	ORTHOMCL65
NP_998884.1	407952	A0A0A6YYL3	100996331	ORTHOMCL65
NP_998884.1	407952	P63267	72	ORTHOMCL65
NP_998884.1	407952	Q562R1	345651	ORTHOMCL65
NP_998884.1	407952	P60709	60	ORTHOMCL65
NP_989076.1	394673	B2RU33	388468	ORTHOMCL65
NP_989076.1	394673	Q9BYX7	NA	ORTHOMCL65
NP_989076.1	394673	P62736	59	ORTHOMCL65
NP_989076.1	394673	A5A3E0	728378	ORTHOMCL65
NP_989076.1	394673	Q86YR6	317754	ORTHOMCL65
NP_989076.1	394673	A0JP26	102724631	ORTHOMCL65
NP_989076.1	394673	H3BUK9	100996331	ORTHOMCL65
NP_989076.1	394673	Q6S545	23784	ORTHOMCL65
NP_989076.1	394673	A6NI47	641455	ORTHOMCL65
NP_989076.1	394673	P68133	58	ORTHOMCL65
NP_989076.1	394673	P0CG39	653781	ORTHOMCL65
NP_989076.1	394673	P63261	71	ORTHOMCL65
NP_989076.1	394673	P68032	70	ORTHOMCL65
NP_989076.1	394673	Q6S8J7	340441	ORTHOMCL65
NP_989076.1	394673	P0CG38	653269	ORTHOMCL65
NP_989076.1	394673	Q6S8J3	445582	ORTHOMCL65
NP_989076.1	394673	Q6S5H5	404785	ORTHOMCL65
NP_989076.1	394673	A0A0A6YYL3	100996331	ORTHOMCL65
NP_989076.1	394673	P63267	72	ORTHOMCL65
NP_989076.1	394673	Q562R1	345651	ORTHOMCL65
NP_989076.1	394673	P60709	60	ORTHOMCL65
NP_989355.1	394982	B2RU33	388468	ORTHOMCL65
NP_989355.1	394982	Q9BYX7	NA	ORTHOMCL65
NP_989355.1	394982	P62736	59	ORTHOMCL65
NP_989355.1	394982	A5A3E0	728378	ORTHOMCL65
NP_989355.1	394982	Q86YR6	317754	ORTHOMCL65
NP_989355.1	394982	A0JP26	102724631	ORTHOMCL65
NP_989355.1	394982	H3BUK9	100996331	ORTHOMCL65
NP_989355.1	394982	Q6S545	23784	ORTHOMCL65
NP_989355.1	394982	A6NI47	641455	ORTHOMCL65
NP_989355.1	394982	P68133	58	ORTHOMCL65
NP_989355.1	394982	P0CG39	653781	ORTHOMCL65
NP_989355.1	394982	P63261	71	ORTHOMCL65
NP_989355.1	394982	P68032	70	ORTHOMCL65
NP_989355.1	394982	Q6S8J7	340441	ORTHOMCL65
NP_989355.1	394982	P0CG38	653269	ORTHOMCL65
NP_989355.1	394982	Q6S8J3	445582	ORTHOMCL65
NP_989355.1	394982	Q6S5H5	404785	ORTHOMCL65
NP_989355.1	394982	A0A0A6YYL3	100996331	ORTHOMCL65
NP_989355.1	394982	P63267	72	ORTHOMCL65
NP_989355.1	394982	Q562R1	345651	ORTHOMCL65
NP_989355.1	394982	P60709	60	ORTHOMCL65
NP_989094.1	394698	B2RU33	388468	ORTHOMCL65
NP_989094.1	394698	Q9BYX7	NA	ORTHOMCL65
NP_989094.1	394698	P62736	59	ORTHOMCL65
NP_989094.1	394698	A5A3E0	728378	ORTHOMCL65
NP_989094.1	394698	Q86YR6	317754	ORTHOMCL65
NP_989094.1	394698	A0JP26	102724631	ORTHOMCL65
NP_989094.1	394698	H3BUK9	100996331	ORTHOMCL65
NP_989094.1	394698	Q6S545	23784	ORTHOMCL65
NP_989094.1	394698	A6NI47	641455	ORTHOMCL65
NP_989094.1	394698	P68133	58	ORTHOMCL65
NP_989094.1	394698	P0CG39	653781	ORTHOMCL65
NP_989094.1	394698	P63261	71	ORTHOMCL65
NP_989094.1	394698	P68032	70	ORTHOMCL65
NP_989094.1	394698	Q6S8J7	340441	ORTHOMCL65
NP_989094.1	394698	P0CG38	653269	ORTHOMCL65
NP_989094.1	394698	Q6S8J3	445582	ORTHOMCL65
NP_989094.1	394698	Q6S5H5	404785	ORTHOMCL65
NP_989094.1	394698	A0A0A6YYL3	100996331	ORTHOMCL65
NP_989094.1	394698	P63267	72	ORTHOMCL65
NP_989094.1	394698	Q562R1	345651	ORTHOMCL65
NP_989094.1	394698	P60709	60	ORTHOMCL65
XP_031756325.1	116410254	NA	NA	ORTHOMCL66
XP_004913424.2	100495740	NA	NA	ORTHOMCL66
XP_031756301.1	108645256	NA	NA	ORTHOMCL66
XP_031756317.1	105946018	NA	NA	ORTHOMCL66
XP_004913430.2	101734297	NA	NA	ORTHOMCL66
XP_031756313.1	105946018	NA	NA	ORTHOMCL66
XP_031756321.1	105946018	NA	NA	ORTHOMCL66
XP_004913428.2	101734297	NA	NA	ORTHOMCL66
XP_031756303.1	108645256	NA	NA	ORTHOMCL66
XP_002934135.3	105945144	NA	NA	ORTHOMCL66
XP_031756319.1	105946018	NA	NA	ORTHOMCL66
XP_031756347.1	100495579	NA	NA	ORTHOMCL66
XP_031756315.1	105946018	NA	NA	ORTHOMCL66
XP_031756323.1	100496293	NA	NA	ORTHOMCL66
XP_031756326.1	100488711	NA	NA	ORTHOMCL66
XP_004913426.2	101734297	NA	NA	ORTHOMCL66
XP_012817558.2	105947175	NA	NA	ORTHOMCL66
XP_031756302.1	108645256	NA	NA	ORTHOMCL66
XP_031756318.1	105946018	NA	NA	ORTHOMCL66
XP_031756346.1	105947175	NA	NA	ORTHOMCL66
XP_031756314.1	105946018	NA	NA	ORTHOMCL66
XP_031756322.1	100496293	NA	NA	ORTHOMCL66
XP_004913429.2	101734297	NA	NA	ORTHOMCL66
XP_031756304.1	108644858	NA	NA	ORTHOMCL66
XP_031756320.1	105946018	NA	NA	ORTHOMCL66
XP_031756300.1	108645256	NA	NA	ORTHOMCL66
XP_031756316.1	105946018	NA	NA	ORTHOMCL66
XP_031756324.1	116410254	NA	NA	ORTHOMCL66
XP_031761381.1	101733689	NA	NA	ORTHOMCL67
XP_031761397.1	101733689	NA	NA	ORTHOMCL67
XP_031761389.1	101733689	NA	NA	ORTHOMCL67
XP_031761405.1	101733689	NA	NA	ORTHOMCL67
XP_031761385.1	101733689	NA	NA	ORTHOMCL67
XP_031761401.1	101733689	NA	NA	ORTHOMCL67
XP_031761393.1	101733689	NA	NA	ORTHOMCL67
XP_031761383.1	101733689	NA	NA	ORTHOMCL67
XP_031761399.1	101733689	NA	NA	ORTHOMCL67
XP_031761391.1	101733689	NA	NA	ORTHOMCL67
XP_031761407.1	101733689	NA	NA	ORTHOMCL67
XP_031761387.1	101733689	NA	NA	ORTHOMCL67
XP_031761403.1	101733689	NA	NA	ORTHOMCL67
XP_031761395.1	101733689	NA	NA	ORTHOMCL67
XP_031761382.1	101733689	NA	NA	ORTHOMCL67
XP_031761398.1	101733689	NA	NA	ORTHOMCL67
XP_031761390.1	101733689	NA	NA	ORTHOMCL67
XP_031761406.1	101733689	NA	NA	ORTHOMCL67
XP_031761386.1	101733689	NA	NA	ORTHOMCL67
XP_031761402.1	101733689	NA	NA	ORTHOMCL67
XP_031761394.1	101733689	NA	NA	ORTHOMCL67
XP_031761384.1	101733689	NA	NA	ORTHOMCL67
XP_031761400.1	101733689	NA	NA	ORTHOMCL67
XP_031761392.1	101733689	NA	NA	ORTHOMCL67
XP_031761388.1	101733689	NA	NA	ORTHOMCL67
XP_031761404.1	101733689	NA	NA	ORTHOMCL67
XP_031761396.1	101733689	NA	NA	ORTHOMCL67
XP_031761380.1	101733689	NA	NA	ORTHOMCL67
XP_031751909.1	595083	NA	NA	ORTHOMCL68
NP_001025691.1	595083	NA	NA	ORTHOMCL68
XP_031751893.1	595083	NA	NA	ORTHOMCL68
XP_031751901.1	595083	NA	NA	ORTHOMCL68
XP_031751913.1	595083	NA	NA	ORTHOMCL68
XP_031751897.1	595083	NA	NA	ORTHOMCL68
XP_031751889.1	595083	NA	NA	ORTHOMCL68
XP_031751905.1	595083	NA	NA	ORTHOMCL68
XP_031751911.1	595083	NA	NA	ORTHOMCL68
XP_031751895.1	595083	NA	NA	ORTHOMCL68
XP_031751887.1	595083	NA	NA	ORTHOMCL68
XP_031751903.1	595083	NA	NA	ORTHOMCL68
XP_031751899.1	595083	NA	NA	ORTHOMCL68
XP_031751891.1	595083	NA	NA	ORTHOMCL68
XP_031751907.1	595083	NA	NA	ORTHOMCL68
XP_031751910.1	595083	NA	NA	ORTHOMCL68
XP_031751894.1	595083	NA	NA	ORTHOMCL68
XP_031751902.1	595083	NA	NA	ORTHOMCL68
XP_031751898.1	595083	NA	NA	ORTHOMCL68
XP_031751890.1	595083	NA	NA	ORTHOMCL68
XP_031751906.1	595083	NA	NA	ORTHOMCL68
XP_031751912.1	595083	NA	NA	ORTHOMCL68
XP_031751896.1	595083	NA	NA	ORTHOMCL68
XP_031751888.1	595083	NA	NA	ORTHOMCL68
XP_031751904.1	595083	NA	NA	ORTHOMCL68
XP_031751900.1	595083	NA	NA	ORTHOMCL68
XP_031751892.1	595083	NA	NA	ORTHOMCL68
XP_031751908.1	595083	NA	NA	ORTHOMCL68
XP_031755269.1	108645395	NA	NA	ORTHOMCL69
XP_031755285.1	108645395	NA	NA	ORTHOMCL69
XP_031755277.1	108645395	NA	NA	ORTHOMCL69
XP_031755273.1	108645395	NA	NA	ORTHOMCL69
XP_031755289.1	108645395	NA	NA	ORTHOMCL69
XP_031755281.1	108645395	NA	NA	ORTHOMCL69
XP_031755265.1	108645395	NA	NA	ORTHOMCL69
XP_031755271.1	108645395	NA	NA	ORTHOMCL69
XP_031755287.1	108645395	NA	NA	ORTHOMCL69
XP_031755279.1	108645395	NA	NA	ORTHOMCL69
XP_031755263.1	108645395	NA	NA	ORTHOMCL69
XP_031755275.1	108645395	NA	NA	ORTHOMCL69
XP_031755283.1	108645395	NA	NA	ORTHOMCL69
XP_031755267.1	108645395	NA	NA	ORTHOMCL69
XP_031755270.1	108645395	NA	NA	ORTHOMCL69
XP_031755286.1	108645395	NA	NA	ORTHOMCL69
XP_031755278.1	108645395	NA	NA	ORTHOMCL69
XP_031755274.1	108645395	NA	NA	ORTHOMCL69
XP_031755290.1	108645395	NA	NA	ORTHOMCL69
XP_031755282.1	108645395	NA	NA	ORTHOMCL69
XP_031755266.1	108645395	NA	NA	ORTHOMCL69
XP_031755272.1	108645395	NA	NA	ORTHOMCL69
XP_031755288.1	108645395	NA	NA	ORTHOMCL69
XP_031755280.1	108645395	NA	NA	ORTHOMCL69
XP_031755264.1	108645395	NA	NA	ORTHOMCL69
XP_031755276.1	108645395	NA	NA	ORTHOMCL69
XP_031755284.1	108645395	NA	NA	ORTHOMCL69
XP_031755268.1	108645395	NA	NA	ORTHOMCL69
NP_001011111.1	496524	Q9NVA2	55752	ORTHOMCL70
NP_001011111.1	496524	Q9P0V9	151011	ORTHOMCL70
NP_001011111.1	496524	Q6ZU15	346288	ORTHOMCL70
NP_001011111.1	496524	Q14141	23157	ORTHOMCL70
NP_001011111.1	496524	Q92599	23176	ORTHOMCL70
XP_031753341.1	447955	Q9NVA2	55752	ORTHOMCL70
XP_031753341.1	447955	Q9P0V9	151011	ORTHOMCL70
XP_031753341.1	447955	Q6ZU15	346288	ORTHOMCL70
XP_031753341.1	447955	Q14141	23157	ORTHOMCL70
XP_031753341.1	447955	Q92599	23176	ORTHOMCL70
XP_031753337.1	447955	Q9NVA2	55752	ORTHOMCL70
XP_031753337.1	447955	Q9P0V9	151011	ORTHOMCL70
XP_031753337.1	447955	Q6ZU15	346288	ORTHOMCL70
XP_031753337.1	447955	Q14141	23157	ORTHOMCL70
XP_031753337.1	447955	Q92599	23176	ORTHOMCL70
XP_031753433.1	100126684	Q9NVA2	55752	ORTHOMCL70
XP_031753433.1	100126684	Q9P0V9	151011	ORTHOMCL70
XP_031753433.1	100126684	Q6ZU15	346288	ORTHOMCL70
XP_031753433.1	100126684	Q14141	23157	ORTHOMCL70
XP_031753433.1	100126684	Q92599	23176	ORTHOMCL70
NP_001136370.1	447955	Q9NVA2	55752	ORTHOMCL70
NP_001136370.1	447955	Q9P0V9	151011	ORTHOMCL70
NP_001136370.1	447955	Q6ZU15	346288	ORTHOMCL70
NP_001136370.1	447955	Q14141	23157	ORTHOMCL70
NP_001136370.1	447955	Q92599	23176	ORTHOMCL70
XP_004916932.1	100125034	Q9NVA2	55752	ORTHOMCL70
XP_004916932.1	100125034	Q9P0V9	151011	ORTHOMCL70
XP_004916932.1	100125034	Q6ZU15	346288	ORTHOMCL70
XP_004916932.1	100125034	Q14141	23157	ORTHOMCL70
XP_004916932.1	100125034	Q92599	23176	ORTHOMCL70
NP_001116199.1	100126684	Q9NVA2	55752	ORTHOMCL70
NP_001116199.1	100126684	Q9P0V9	151011	ORTHOMCL70
NP_001116199.1	100126684	Q6ZU15	346288	ORTHOMCL70
NP_001116199.1	100126684	Q14141	23157	ORTHOMCL70
NP_001116199.1	100126684	Q92599	23176	ORTHOMCL70
XP_031753335.1	447955	Q9NVA2	55752	ORTHOMCL70
XP_031753335.1	447955	Q9P0V9	151011	ORTHOMCL70
XP_031753335.1	447955	Q6ZU15	346288	ORTHOMCL70
XP_031753335.1	447955	Q14141	23157	ORTHOMCL70
XP_031753335.1	447955	Q92599	23176	ORTHOMCL70
XP_031753431.1	100126684	Q9NVA2	55752	ORTHOMCL70
XP_031753431.1	100126684	Q9P0V9	151011	ORTHOMCL70
XP_031753431.1	100126684	Q6ZU15	346288	ORTHOMCL70
XP_031753431.1	100126684	Q14141	23157	ORTHOMCL70
XP_031753431.1	100126684	Q92599	23176	ORTHOMCL70
XP_031753339.1	447955	Q9NVA2	55752	ORTHOMCL70
XP_031753339.1	447955	Q9P0V9	151011	ORTHOMCL70
XP_031753339.1	447955	Q6ZU15	346288	ORTHOMCL70
XP_031753339.1	447955	Q14141	23157	ORTHOMCL70
XP_031753339.1	447955	Q92599	23176	ORTHOMCL70
XP_031753435.1	100126684	Q9NVA2	55752	ORTHOMCL70
XP_031753435.1	100126684	Q9P0V9	151011	ORTHOMCL70
XP_031753435.1	100126684	Q6ZU15	346288	ORTHOMCL70
XP_031753435.1	100126684	Q14141	23157	ORTHOMCL70
XP_031753435.1	100126684	Q92599	23176	ORTHOMCL70
XP_004916934.1	100125034	Q9NVA2	55752	ORTHOMCL70
XP_004916934.1	100125034	Q9P0V9	151011	ORTHOMCL70
XP_004916934.1	100125034	Q6ZU15	346288	ORTHOMCL70
XP_004916934.1	100125034	Q14141	23157	ORTHOMCL70
XP_004916934.1	100125034	Q92599	23176	ORTHOMCL70
XP_012824794.1	100125034	Q9NVA2	55752	ORTHOMCL70
XP_012824794.1	100125034	Q9P0V9	151011	ORTHOMCL70
XP_012824794.1	100125034	Q6ZU15	346288	ORTHOMCL70
XP_012824794.1	100125034	Q14141	23157	ORTHOMCL70
XP_012824794.1	100125034	Q92599	23176	ORTHOMCL70
XP_031753430.1	100126684	Q9NVA2	55752	ORTHOMCL70
XP_031753430.1	100126684	Q9P0V9	151011	ORTHOMCL70
XP_031753430.1	100126684	Q6ZU15	346288	ORTHOMCL70
XP_031753430.1	100126684	Q14141	23157	ORTHOMCL70
XP_031753430.1	100126684	Q92599	23176	ORTHOMCL70
XP_012812300.1	496524	Q9NVA2	55752	ORTHOMCL70
XP_012812300.1	496524	Q9P0V9	151011	ORTHOMCL70
XP_012812300.1	496524	Q6ZU15	346288	ORTHOMCL70
XP_012812300.1	496524	Q14141	23157	ORTHOMCL70
XP_012812300.1	496524	Q92599	23176	ORTHOMCL70
XP_031753338.1	447955	Q9NVA2	55752	ORTHOMCL70
XP_031753338.1	447955	Q9P0V9	151011	ORTHOMCL70
XP_031753338.1	447955	Q6ZU15	346288	ORTHOMCL70
XP_031753338.1	447955	Q14141	23157	ORTHOMCL70
XP_031753338.1	447955	Q92599	23176	ORTHOMCL70
XP_031753434.1	100126684	Q9NVA2	55752	ORTHOMCL70
XP_031753434.1	100126684	Q9P0V9	151011	ORTHOMCL70
XP_031753434.1	100126684	Q6ZU15	346288	ORTHOMCL70
XP_031753434.1	100126684	Q14141	23157	ORTHOMCL70
XP_031753434.1	100126684	Q92599	23176	ORTHOMCL70
XP_004916933.1	100125034	Q9NVA2	55752	ORTHOMCL70
XP_004916933.1	100125034	Q9P0V9	151011	ORTHOMCL70
XP_004916933.1	100125034	Q6ZU15	346288	ORTHOMCL70
XP_004916933.1	100125034	Q14141	23157	ORTHOMCL70
XP_004916933.1	100125034	Q92599	23176	ORTHOMCL70
XP_031753336.1	447955	Q9NVA2	55752	ORTHOMCL70
XP_031753336.1	447955	Q9P0V9	151011	ORTHOMCL70
XP_031753336.1	447955	Q6ZU15	346288	ORTHOMCL70
XP_031753336.1	447955	Q14141	23157	ORTHOMCL70
XP_031753336.1	447955	Q92599	23176	ORTHOMCL70
XP_031753432.1	100126684	Q9NVA2	55752	ORTHOMCL70
XP_031753432.1	100126684	Q9P0V9	151011	ORTHOMCL70
XP_031753432.1	100126684	Q6ZU15	346288	ORTHOMCL70
XP_031753432.1	100126684	Q14141	23157	ORTHOMCL70
XP_031753432.1	100126684	Q92599	23176	ORTHOMCL70
XP_004916931.1	100125034	Q9NVA2	55752	ORTHOMCL70
XP_004916931.1	100125034	Q9P0V9	151011	ORTHOMCL70
XP_004916931.1	100125034	Q6ZU15	346288	ORTHOMCL70
XP_004916931.1	100125034	Q14141	23157	ORTHOMCL70
XP_004916931.1	100125034	Q92599	23176	ORTHOMCL70
XP_031753340.1	447955	Q9NVA2	55752	ORTHOMCL70
XP_031753340.1	447955	Q9P0V9	151011	ORTHOMCL70
XP_031753340.1	447955	Q6ZU15	346288	ORTHOMCL70
XP_031753340.1	447955	Q14141	23157	ORTHOMCL70
XP_031753340.1	447955	Q92599	23176	ORTHOMCL70
XP_012824115.1	780119	Q96RU3	23048	ORTHOMCL71
XP_012824126.1	780119	Q96RU3	23048	ORTHOMCL71
XP_031746445.1	780119	Q96RU3	23048	ORTHOMCL71
NP_001072662.1	780119	Q96RU3	23048	ORTHOMCL71
XP_012824122.1	780119	Q96RU3	23048	ORTHOMCL71
XP_031746441.1	780119	Q96RU3	23048	ORTHOMCL71
XP_012824110.1	780119	Q96RU3	23048	ORTHOMCL71
XP_012824120.1	780119	Q96RU3	23048	ORTHOMCL71
XP_031746439.1	780119	Q96RU3	23048	ORTHOMCL71
XP_012824105.1	780119	Q96RU3	23048	ORTHOMCL71
XP_012824124.1	780119	Q96RU3	23048	ORTHOMCL71
XP_031746443.1	780119	Q96RU3	23048	ORTHOMCL71
XP_031746435.1	780119	Q96RU3	23048	ORTHOMCL71
XP_012824112.1	780119	Q96RU3	23048	ORTHOMCL71
XP_012824117.1	780119	Q96RU3	23048	ORTHOMCL71
XP_031746438.1	780119	Q96RU3	23048	ORTHOMCL71
XP_031746446.1	780119	Q96RU3	23048	ORTHOMCL71
XP_012824123.1	780119	Q96RU3	23048	ORTHOMCL71
XP_031746442.1	780119	Q96RU3	23048	ORTHOMCL71
XP_012824111.1	780119	Q96RU3	23048	ORTHOMCL71
XP_012824121.1	780119	Q96RU3	23048	ORTHOMCL71
XP_031746440.1	780119	Q96RU3	23048	ORTHOMCL71
XP_012824125.1	780119	Q96RU3	23048	ORTHOMCL71
XP_031746444.1	780119	Q96RU3	23048	ORTHOMCL71
XP_031746436.1	780119	Q96RU3	23048	ORTHOMCL71
XP_012824113.1	780119	Q96RU3	23048	ORTHOMCL71
XP_031759749.1	100145182	Q15149	5339	ORTHOMCL72
XP_031759733.1	100145182	Q15149	5339	ORTHOMCL72
XP_031759741.1	100145182	Q15149	5339	ORTHOMCL72
XP_031759753.1	100145182	Q15149	5339	ORTHOMCL72
XP_031759737.1	100145182	Q15149	5339	ORTHOMCL72
XP_031759745.1	100145182	Q15149	5339	ORTHOMCL72
XP_031759751.1	100145182	Q15149	5339	ORTHOMCL72
XP_031759735.1	100145182	Q15149	5339	ORTHOMCL72
XP_031759743.1	100145182	Q15149	5339	ORTHOMCL72
XP_031759755.1	100145182	Q15149	5339	ORTHOMCL72
XP_031759739.1	100145182	Q15149	5339	ORTHOMCL72
XP_031759731.1	100145182	Q15149	5339	ORTHOMCL72
XP_031759747.1	100145182	Q15149	5339	ORTHOMCL72
XP_031759750.1	100145182	Q15149	5339	ORTHOMCL72
XP_031759734.1	100145182	Q15149	5339	ORTHOMCL72
XP_031759742.1	100145182	Q15149	5339	ORTHOMCL72
XP_031759754.1	100145182	Q15149	5339	ORTHOMCL72
XP_031759738.1	100145182	Q15149	5339	ORTHOMCL72
XP_031759746.1	100145182	Q15149	5339	ORTHOMCL72
XP_031759752.1	100145182	Q15149	5339	ORTHOMCL72
XP_031759736.1	100145182	Q15149	5339	ORTHOMCL72
XP_031759744.1	100145182	Q15149	5339	ORTHOMCL72
XP_031759756.1	100145182	Q15149	5339	ORTHOMCL72
XP_031759740.1	100145182	Q15149	5339	ORTHOMCL72
XP_031759732.1	100145182	Q15149	5339	ORTHOMCL72
XP_031759748.1	100145182	Q15149	5339	ORTHOMCL72
XP_012812648.2	779443	NA	NA	ORTHOMCL73
XP_012812659.2	779443	NA	NA	ORTHOMCL73
XP_031751949.1	779443	NA	NA	ORTHOMCL73
XP_012812638.2	779443	NA	NA	ORTHOMCL73
XP_012812653.2	779443	NA	NA	ORTHOMCL73
XP_012812644.2	779443	NA	NA	ORTHOMCL73
NP_001072177.1	779443	NA	NA	ORTHOMCL73
XP_012812651.2	779443	NA	NA	ORTHOMCL73
XP_012812662.2	779443	NA	NA	ORTHOMCL73
XP_031751951.1	779443	NA	NA	ORTHOMCL73
XP_012812642.2	779443	NA	NA	ORTHOMCL73
XP_012812655.2	779443	NA	NA	ORTHOMCL73
XP_031751947.1	779443	NA	NA	ORTHOMCL73
XP_012812646.2	779443	NA	NA	ORTHOMCL73
XP_012812649.2	779443	NA	NA	ORTHOMCL73
XP_012812660.2	779443	NA	NA	ORTHOMCL73
XP_012812639.2	779443	NA	NA	ORTHOMCL73
XP_012812654.2	779443	NA	NA	ORTHOMCL73
XP_031751946.1	779443	NA	NA	ORTHOMCL73
XP_012812645.2	779443	NA	NA	ORTHOMCL73
XP_017946816.2	779443	NA	NA	ORTHOMCL73
XP_012812663.2	779443	NA	NA	ORTHOMCL73
XP_012812643.2	779443	NA	NA	ORTHOMCL73
XP_012812656.2	779443	NA	NA	ORTHOMCL73
XP_031751948.1	779443	NA	NA	ORTHOMCL73
XP_012812637.2	779443	NA	NA	ORTHOMCL73
XP_012812647.2	779443	NA	NA	ORTHOMCL73
XP_031760645.1	100127688	NA	NA	ORTHOMCL74
XP_031761245.1	619594	NA	NA	ORTHOMCL74
NP_001106498.1	100127688	NA	NA	ORTHOMCL74
NP_001107696.1	779547	NA	NA	ORTHOMCL74
XP_012809688.2	100127688	NA	NA	ORTHOMCL74
XP_031761601.1	108645185	NA	NA	ORTHOMCL74
XP_031760641.1	100127688	NA	NA	ORTHOMCL74
XP_031761249.1	101734901	NA	NA	ORTHOMCL74
XP_031761287.1	116412052	NA	NA	ORTHOMCL74
XP_017945568.2	100495827	NA	NA	ORTHOMCL74
XP_031760639.1	100127688	NA	NA	ORTHOMCL74
XP_031761247.1	101735193	NA	NA	ORTHOMCL74
XP_031760643.1	100127688	NA	NA	ORTHOMCL74
XP_031761251.1	116412040	NA	NA	ORTHOMCL74
XP_031760638.1	100127688	NA	NA	ORTHOMCL74
XP_031761246.1	101735193	NA	NA	ORTHOMCL74
XP_031761242.1	101730963	NA	NA	ORTHOMCL74
XP_031760642.1	100127688	NA	NA	ORTHOMCL74
XP_031761250.1	101734901	NA	NA	ORTHOMCL74
XP_031761288.1	116412052	NA	NA	ORTHOMCL74
XP_031760640.1	100127688	NA	NA	ORTHOMCL74
XP_031761280.1	116412049	NA	NA	ORTHOMCL74
XP_031761248.1	101734961	NA	NA	ORTHOMCL74
XP_031761020.1	779547	NA	NA	ORTHOMCL74
XP_031760644.1	100127688	NA	NA	ORTHOMCL74
XP_012809154.2	779547	NA	NA	ORTHOMCL74
XP_031761252.1	116412040	NA	NA	ORTHOMCL74
NP_001016694.1	549448	Q9BQE3	84790	ORTHOMCL75
NP_001016694.1	549448	P68366	7277	ORTHOMCL75
NP_001016694.1	549448	Q9NY65	51807	ORTHOMCL75
NP_001016694.1	549448	P0DPH8	7278	ORTHOMCL75
NP_001016694.1	549448	Q6PEY2	112714	ORTHOMCL75
NP_001016694.1	549448	P0DPH7	7278	ORTHOMCL75
NP_001016694.1	549448	Q71U36	7846	ORTHOMCL75
NP_001016694.1	549448	P68363	10376	ORTHOMCL75
NP_001016694.1	549448	A6NHL2	79861	ORTHOMCL75
XP_031751797.1	548688	Q9BQE3	84790	ORTHOMCL75
XP_031751797.1	548688	P68366	7277	ORTHOMCL75
XP_031751797.1	548688	Q9NY65	51807	ORTHOMCL75
XP_031751797.1	548688	P0DPH8	7278	ORTHOMCL75
XP_031751797.1	548688	Q6PEY2	112714	ORTHOMCL75
XP_031751797.1	548688	P0DPH7	7278	ORTHOMCL75
XP_031751797.1	548688	Q71U36	7846	ORTHOMCL75
XP_031751797.1	548688	P68363	10376	ORTHOMCL75
XP_031751797.1	548688	A6NHL2	79861	ORTHOMCL75
XP_012811688.1	100038108	Q9BQE3	84790	ORTHOMCL75
XP_012811688.1	100038108	P68366	7277	ORTHOMCL75
XP_012811688.1	100038108	Q9NY65	51807	ORTHOMCL75
XP_012811688.1	100038108	P0DPH8	7278	ORTHOMCL75
XP_012811688.1	100038108	Q6PEY2	112714	ORTHOMCL75
XP_012811688.1	100038108	P0DPH7	7278	ORTHOMCL75
XP_012811688.1	100038108	Q71U36	7846	ORTHOMCL75
XP_012811688.1	100038108	P68363	10376	ORTHOMCL75
XP_012811688.1	100038108	A6NHL2	79861	ORTHOMCL75
NP_001015934.1	548688	Q9BQE3	84790	ORTHOMCL75
NP_001015934.1	548688	P68366	7277	ORTHOMCL75
NP_001015934.1	548688	Q9NY65	51807	ORTHOMCL75
NP_001015934.1	548688	P0DPH8	7278	ORTHOMCL75
NP_001015934.1	548688	Q6PEY2	112714	ORTHOMCL75
NP_001015934.1	548688	P0DPH7	7278	ORTHOMCL75
NP_001015934.1	548688	Q71U36	7846	ORTHOMCL75
NP_001015934.1	548688	P68363	10376	ORTHOMCL75
NP_001015934.1	548688	A6NHL2	79861	ORTHOMCL75
NP_001015841.1	548558	Q9BQE3	84790	ORTHOMCL75
NP_001015841.1	548558	P68366	7277	ORTHOMCL75
NP_001015841.1	548558	Q9NY65	51807	ORTHOMCL75
NP_001015841.1	548558	P0DPH8	7278	ORTHOMCL75
NP_001015841.1	548558	Q6PEY2	112714	ORTHOMCL75
NP_001015841.1	548558	P0DPH7	7278	ORTHOMCL75
NP_001015841.1	548558	Q71U36	7846	ORTHOMCL75
NP_001015841.1	548558	P68363	10376	ORTHOMCL75
NP_001015841.1	548558	A6NHL2	79861	ORTHOMCL75
XP_002933993.2	100497528	Q9BQE3	84790	ORTHOMCL75
XP_002933993.2	100497528	P68366	7277	ORTHOMCL75
XP_002933993.2	100497528	Q9NY65	51807	ORTHOMCL75
XP_002933993.2	100497528	P0DPH8	7278	ORTHOMCL75
